grade,time,drug,year,attitude,estimate,LBYear1,LBYear2
12th Grade,Occasionally,Cocaine Powder,2014,Risk,64.801682567,2019,
12th Grade,Occasionally,Cocaine Powder,2015,Risk,62.777672921,2019,
12th Grade,Occasionally,Cocaine Powder,2016,Risk,62.905293833,2019,
12th Grade,Occasionally,Cocaine Powder,2017,Risk,60.099743892,2019,
12th Grade,Occasionally,Cocaine Powder,2018,Risk,59.80106272,2019,
12th Grade,Occasionally,Cocaine Powder,2019,Risk,59.902184418,2019,
12th Grade,Regularly,Cocaine Powder,1987,Risk,81.379188945,2019,
12th Grade,Regularly,Cocaine Powder,1988,Risk,82.899781975,2019,
12th Grade,Regularly,Cocaine Powder,1989,Risk,83.918746493,2019,
12th Grade,Regularly,Cocaine Powder,1990,Risk,90.170975254,2019,
12th Grade,Regularly,Cocaine Powder,1991,Risk,88.882853821,2019,
12th Grade,Regularly,Cocaine Powder,1992,Risk,88.387269851,2019,
12th Grade,Regularly,Cocaine Powder,1993,Risk,86.952445343,2019,
12th Grade,Regularly,Cocaine Powder,1994,Risk,88.581324599,2019,
12th Grade,Regularly,Cocaine Powder,1995,Risk,87.765008036,2019,
12th Grade,Regularly,Cocaine Powder,1996,Risk,86.845731785,2019,
12th Grade,Regularly,Cocaine Powder,1997,Risk,85.998106281,2019,
12th Grade,Regularly,Cocaine Powder,1998,Risk,84.105001774,2019,
12th Grade,Regularly,Cocaine Powder,1999,Risk,84.605644654,2019,
12th Grade,Regularly,Cocaine Powder,2000,Risk,85.533886618,2019,
12th Grade,Regularly,Cocaine Powder,2001,Risk,84.409157734,2019,
12th Grade,Regularly,Cocaine Powder,2002,Risk,84.210459671,2019,
12th Grade,Regularly,Cocaine Powder,2003,Risk,82.325935567,2019,
12th Grade,Regularly,Cocaine Powder,2004,Risk,81.725056192,2019,
12th Grade,Regularly,Cocaine Powder,2005,Risk,82.725575455,2019,
12th Grade,Regularly,Cocaine Powder,2006,Risk,82.080843216,2019,
12th Grade,Regularly,Cocaine Powder,2007,Risk,81.468972866,2019,
12th Grade,Regularly,Cocaine Powder,2008,Risk,82.545746572,2019,
12th Grade,Regularly,Cocaine Powder,2009,Risk,83.397943405,2019,
12th Grade,Regularly,Cocaine Powder,2010,Risk,81.782990614,2019,
12th Grade,Regularly,Cocaine Powder,2011,Risk,83.279279295,2019,
12th Grade,Regularly,Cocaine Powder,2012,Risk,83.307427211,2019,
12th Grade,Regularly,Cocaine Powder,2013,Risk,83.890048881,2019,
12th Grade,Regularly,Cocaine Powder,2014,Risk,81.478022512,2019,
12th Grade,Regularly,Cocaine Powder,2015,Risk,80.072832242,2019,
12th Grade,Regularly,Cocaine Powder,2016,Risk,80.67851374,2019,
12th Grade,Regularly,Cocaine Powder,2017,Risk,78.774040232,2019,
12th Grade,Regularly,Cocaine Powder,2018,Risk,77.572845366,2019,
12th Grade,Regularly,Cocaine Powder,2019,Risk,77.416927662,2019,
8th Grade,Once or Twice,Crack,1991,Risk,62.811210118,2019,
8th Grade,Once or Twice,Crack,1992,Risk,61.196780924,2019,
8th Grade,Once or Twice,Crack,1993,Risk,57.204302911,2019,
8th Grade,Once or Twice,Crack,1994,Risk,54.365917665,2019,
8th Grade,Once or Twice,Crack,1995,Risk,50.796070417,2019,
8th Grade,Once or Twice,Crack,1996,Risk,50.989424095,2019,
8th Grade,Once or Twice,Crack,1997,Risk,49.92652902,2019,
8th Grade,Once or Twice,Crack,1998,Risk,49.275573586,2019,
8th Grade,Once or Twice,Crack,1999,Risk,48.680001961,2019,
8th Grade,Once or Twice,Crack,2000,Risk,48.46578272,2019,
8th Grade,Once or Twice,Crack,2001,Risk,48.619790044,2019,
8th Grade,Once or Twice,Crack,2002,Risk,47.409312191,2019,
8th Grade,Once or Twice,Crack,2003,Risk,48.729664534,2019,
8th Grade,Once or Twice,Crack,2004,Risk,48.996930191,2019,
8th Grade,Once or Twice,Crack,2005,Risk,49.566766659,2019,
8th Grade,Once or Twice,Crack,2006,Risk,47.646749482,2019,
8th Grade,Once or Twice,Crack,2007,Risk,47.338425339,2019,
8th Grade,Once or Twice,Crack,2008,Risk,47.143277338,2019,
8th Grade,Once or Twice,Crack,2009,Risk,46.567042413,2019,
8th Grade,Once or Twice,Crack,2010,Risk,49.56640922,2019,
8th Grade,Once or Twice,Crack,2011,Risk,48.14233033,2019,
8th Grade,Once or Twice,Crack,2012,Risk,46.974072863,2019,
8th Grade,Once or Twice,Crack,2013,Risk,47.131112089,2019,
8th Grade,Once or Twice,Crack,2014,Risk,48.330595558,2019,
8th Grade,Once or Twice,Crack,2015,Risk,49.593322725,2019,
8th Grade,Once or Twice,Crack,2016,Risk,48.882277779,2019,
8th Grade,Once or Twice,Crack,2017,Risk,49.304740833,2019,
8th Grade,Once or Twice,Crack,2018,Risk,47.66630059,2019,
8th Grade,Once or Twice,Crack,2019,Risk,49.083808525,2019,
10th Grade,Once or Twice,Crack,1991,Risk,70.413052844,2019,
10th Grade,Once or Twice,Crack,1992,Risk,69.576196674,2019,
10th Grade,Once or Twice,Crack,1993,Risk,66.597856399,2019,
10th Grade,Once or Twice,Crack,1994,Risk,64.689472133,2019,
10th Grade,Once or Twice,Crack,1995,Risk,60.880393406,2019,
10th Grade,Once or Twice,Crack,1996,Risk,60.889468854,2019,
10th Grade,Once or Twice,Crack,1997,Risk,59.249014341,2019,
10th Grade,Once or Twice,Crack,1998,Risk,57.964994266,2019,
10th Grade,Once or Twice,Crack,1999,Risk,57.831747109,2019,
10th Grade,Once or Twice,Crack,2000,Risk,56.090795417,2019,
10th Grade,Once or Twice,Crack,2001,Risk,57.108563805,2019,
10th Grade,Once or Twice,Crack,2002,Risk,57.356579802,2019,
10th Grade,Once or Twice,Crack,2003,Risk,57.577778703,2019,
10th Grade,Once or Twice,Crack,2004,Risk,56.65486294,2019,
10th Grade,Once or Twice,Crack,2005,Risk,57.03700336,2019,
10th Grade,Once or Twice,Crack,2006,Risk,56.626567991,2019,
10th Grade,Once or Twice,Crack,2007,Risk,56.446541855,2019,
10th Grade,Once or Twice,Crack,2008,Risk,56.506531512,2019,
10th Grade,Once or Twice,Crack,2009,Risk,57.658478081,2019,
10th Grade,Once or Twice,Crack,2010,Risk,58.127312722,2019,
10th Grade,Once or Twice,Crack,2011,Risk,59.462367573,2019,
10th Grade,Once or Twice,Crack,2012,Risk,58.952394945,2019,
10th Grade,Once or Twice,Crack,2013,Risk,60.235664739,2019,
10th Grade,Once or Twice,Crack,2014,Risk,61.379068373,2019,
10th Grade,Once or Twice,Crack,2015,Risk,62.534106002,2019,
10th Grade,Once or Twice,Crack,2016,Risk,61.341055796,2019,
10th Grade,Once or Twice,Crack,2017,Risk,60.662798946,2019,
10th Grade,Once or Twice,Crack,2018,Risk,60.42454245,2019,
10th Grade,Once or Twice,Crack,2019,Risk,62.514373723,2019,
12th Grade,Once or Twice,Crack,1987,Risk,56.988045325,2019,
12th Grade,Once or Twice,Crack,1988,Risk,62.066089266,2019,
12th Grade,Once or Twice,Crack,1989,Risk,62.858263362,2019,
12th Grade,Once or Twice,Crack,1990,Risk,64.346037746,2019,
12th Grade,Once or Twice,Crack,1991,Risk,60.603262198,2019,
12th Grade,Once or Twice,Crack,1992,Risk,62.357602903,2019,
12th Grade,Once or Twice,Crack,1993,Risk,57.594194124,2019,
12th Grade,Once or Twice,Crack,1994,Risk,58.418493066,2019,
12th Grade,Once or Twice,Crack,1995,Risk,54.554011062,2019,
12th Grade,Once or Twice,Crack,1996,Risk,56.01797323,2019,
12th Grade,Once or Twice,Crack,1997,Risk,54.000346967,2019,
12th Grade,Once or Twice,Crack,1998,Risk,52.188295277,2019,
12th Grade,Once or Twice,Crack,1999,Risk,48.24185944,2019,
12th Grade,Once or Twice,Crack,2000,Risk,48.393778106,2019,
12th Grade,Once or Twice,Crack,2001,Risk,49.394782883,2019,
12th Grade,Once or Twice,Crack,2002,Risk,50.832805961,2019,
12th Grade,Once or Twice,Crack,2003,Risk,47.318799969,2019,
12th Grade,Once or Twice,Crack,2004,Risk,47.770689825,2019,
12th Grade,Once or Twice,Crack,2005,Risk,48.444955844,2019,
12th Grade,Once or Twice,Crack,2006,Risk,47.763085037,2019,
12th Grade,Once or Twice,Crack,2007,Risk,47.280481308,2019,
12th Grade,Once or Twice,Crack,2008,Risk,47.475691095,2019,
12th Grade,Once or Twice,Crack,2009,Risk,48.410993731,2019,
12th Grade,Once or Twice,Crack,2010,Risk,50.212408794,2019,
12th Grade,Once or Twice,Crack,2011,Risk,51.669705258,2019,
12th Grade,Once or Twice,Crack,2012,Risk,52.045835771,2019,
12th Grade,Once or Twice,Crack,2013,Risk,55.560312957,2019,
12th Grade,Once or Twice,Crack,2014,Risk,54.526005481,2019,
12th Grade,Once or Twice,Crack,2015,Risk,53.572563882,2019,
12th Grade,Once or Twice,Crack,2016,Risk,53.894265427,2019,
12th Grade,Once or Twice,Crack,2017,Risk,51.565306882,2019,
12th Grade,Once or Twice,Crack,2018,Risk,51.334027814,2019,
12th Grade,Once or Twice,Crack,2019,Risk,50.189368397,2019,
8th Grade,Occasionally,Crack,1991,Risk,82.215942752,2019,
8th Grade,Occasionally,Crack,1992,Risk,79.57065313,2019,
8th Grade,Occasionally,Crack,1993,Risk,76.816018302,2019,
8th Grade,Occasionally,Crack,1994,Risk,74.363355987,2019,
8th Grade,Occasionally,Crack,1995,Risk,72.059933255,2019,
8th Grade,Occasionally,Crack,1996,Risk,71.6346409,2019,
8th Grade,Occasionally,Crack,1997,Risk,71.197183529,2019,
8th Grade,Occasionally,Crack,1998,Risk,70.60470387,2019,
8th Grade,Occasionally,Crack,1999,Risk,70.557914694,2019,
8th Grade,Occasionally,Crack,2000,Risk,70.107615629,2019,
8th Grade,Occasionally,Crack,2001,Risk,69.977954164,2019,
8th Grade,Occasionally,Crack,2002,Risk,69.739518353,2019,
8th Grade,Occasionally,Crack,2003,Risk,70.324194992,2019,
8th Grade,Occasionally,Crack,2004,Risk,70.370061901,2019,
8th Grade,Occasionally,Crack,2005,Risk,69.407752815,2019,
8th Grade,Occasionally,Crack,2006,Risk,68.743559653,2019,
8th Grade,Occasionally,Crack,2007,Risk,68.264534907,2019,
8th Grade,Occasionally,Crack,2008,Risk,67.851607185,2019,
8th Grade,Occasionally,Crack,2009,Risk,66.647833938,2019,
8th Grade,Occasionally,Crack,2010,Risk,68.350363715,2019,
8th Grade,Occasionally,Crack,2011,Risk,67.711891998,2019,
8th Grade,Occasionally,Crack,2012,Risk,67.786685206,2019,
8th Grade,Occasionally,Crack,2013,Risk,66.548640051,2019,
8th Grade,Occasionally,Crack,2014,Risk,65.48689706,2019,
8th Grade,Occasionally,Crack,2015,Risk,65.666826822,2019,
8th Grade,Occasionally,Crack,2016,Risk,65.737309231,2019,
8th Grade,Occasionally,Crack,2017,Risk,66.87278349,2019,
8th Grade,Occasionally,Crack,2018,Risk,65.264621807,2019,
8th Grade,Occasionally,Crack,2019,Risk,64.684777643,2019,
10th Grade,Occasionally,Crack,1991,Risk,87.404898975,2019,
10th Grade,Occasionally,Crack,1992,Risk,86.374452838,2019,
10th Grade,Occasionally,Crack,1993,Risk,84.352018921,2019,
10th Grade,Occasionally,Crack,1994,Risk,83.075040719,2019,
10th Grade,Occasionally,Crack,1995,Risk,81.208401108,2019,
10th Grade,Occasionally,Crack,1996,Risk,80.284503098,2019,
10th Grade,Occasionally,Crack,1997,Risk,78.69803313,2019,
10th Grade,Occasionally,Crack,1998,Risk,77.474341008,2019,
10th Grade,Occasionally,Crack,1999,Risk,79.142299519,2019,
10th Grade,Occasionally,Crack,2000,Risk,76.928847117,2019,
10th Grade,Occasionally,Crack,2001,Risk,77.345959405,2019,
10th Grade,Occasionally,Crack,2002,Risk,75.666968149,2019,
10th Grade,Occasionally,Crack,2003,Risk,76.358736324,2019,
10th Grade,Occasionally,Crack,2004,Risk,76.690837359,2019,
10th Grade,Occasionally,Crack,2005,Risk,76.939385208,2019,
10th Grade,Occasionally,Crack,2006,Risk,76.206888179,2019,
10th Grade,Occasionally,Crack,2007,Risk,75.992828864,2019,
10th Grade,Occasionally,Crack,2008,Risk,76.531554289,2019,
10th Grade,Occasionally,Crack,2009,Risk,75.875139004,2019,
10th Grade,Occasionally,Crack,2010,Risk,76.222892612,2019,
10th Grade,Occasionally,Crack,2011,Risk,76.476304299,2019,
10th Grade,Occasionally,Crack,2012,Risk,76.679747315,2019,
10th Grade,Occasionally,Crack,2013,Risk,77.757543785,2019,
10th Grade,Occasionally,Crack,2014,Risk,76.353747304,2019,
10th Grade,Occasionally,Crack,2015,Risk,77.464974722,2019,
10th Grade,Occasionally,Crack,2016,Risk,75.210065835,2019,
10th Grade,Occasionally,Crack,2017,Risk,75.099094484,2019,
10th Grade,Occasionally,Crack,2018,Risk,75.039846044,2019,
10th Grade,Occasionally,Crack,2019,Risk,75.993972382,2019,
12th Grade,Occasionally,Crack,1987,Risk,70.35799311,2019,
12th Grade,Occasionally,Crack,1988,Risk,73.169786302,2019,
12th Grade,Occasionally,Crack,1989,Risk,75.340023299,2019,
12th Grade,Occasionally,Crack,1990,Risk,80.360370585,2019,
12th Grade,Occasionally,Crack,1991,Risk,76.530816378,2019,
12th Grade,Occasionally,Crack,1992,Risk,76.332519484,2019,
12th Grade,Occasionally,Crack,1993,Risk,73.896956555,2019,
12th Grade,Occasionally,Crack,1994,Risk,73.760716645,2019,
12th Grade,Occasionally,Crack,1995,Risk,72.849486847,2019,
12th Grade,Occasionally,Crack,1996,Risk,71.36528883,2019,
12th Grade,Occasionally,Crack,1997,Risk,70.320049642,2019,
12th Grade,Occasionally,Crack,1998,Risk,68.717064852,2019,
12th Grade,Occasionally,Crack,1999,Risk,67.341208316,2019,
12th Grade,Occasionally,Crack,2000,Risk,65.80036908,2019,
12th Grade,Occasionally,Crack,2001,Risk,65.404226978,2019,
12th Grade,Occasionally,Crack,2002,Risk,65.556544084,2019,
12th Grade,Occasionally,Crack,2003,Risk,64.009671823,2019,
12th Grade,Occasionally,Crack,2004,Risk,64.534207821,2019,
12th Grade,Occasionally,Crack,2005,Risk,63.836481287,2019,
12th Grade,Occasionally,Crack,2006,Risk,64.766355767,2019,
12th Grade,Occasionally,Crack,2007,Risk,63.617262427,2019,
12th Grade,Occasionally,Crack,2008,Risk,65.211435016,2019,
12th Grade,Occasionally,Crack,2009,Risk,64.71414721,2019,
12th Grade,Occasionally,Crack,2010,Risk,64.328214912,2019,
12th Grade,Occasionally,Crack,2011,Risk,66.239082926,2019,
12th Grade,Occasionally,Crack,2012,Risk,66.469067299,2019,
12th Grade,Occasionally,Crack,2013,Risk,69.489219864,2019,
12th Grade,Occasionally,Crack,2014,Risk,68.546318617,2019,
12th Grade,Occasionally,Crack,2015,Risk,67.807233036,2019,
12th Grade,Occasionally,Crack,2016,Risk,66.226230216,2019,
12th Grade,Occasionally,Crack,2017,Risk,65.324909789,2019,
12th Grade,Occasionally,Crack,2018,Risk,64.443424542,2019,
12th Grade,Occasionally,Crack,2019,Risk,62.737594133,2019,
12th Grade,Regularly,Crack,1987,Risk,84.567843946,2019,
12th Grade,Regularly,Crack,1988,Risk,84.841189016,2019,
12th Grade,Regularly,Crack,1989,Risk,85.599919164,2019,
12th Grade,Regularly,Crack,1990,Risk,91.554899629,2019,
12th Grade,Regularly,Crack,1991,Risk,90.065372733,2019,
12th Grade,Regularly,Crack,1992,Risk,89.346536228,2019,
12th Grade,Regularly,Crack,1993,Risk,87.450187011,2019,
12th Grade,Regularly,Crack,1994,Risk,89.611294107,2019,
12th Grade,Regularly,Crack,1995,Risk,88.642345216,2019,
12th Grade,Regularly,Crack,1996,Risk,88.038666503,2019,
12th Grade,Regularly,Crack,1997,Risk,86.164256823,2019,
12th Grade,Regularly,Crack,1998,Risk,85.332632674,2019,
12th Grade,Regularly,Crack,1999,Risk,85.384905285,2019,
12th Grade,Regularly,Crack,2000,Risk,85.344762373,2019,
12th Grade,Regularly,Crack,2001,Risk,85.758400229,2019,
12th Grade,Regularly,Crack,2002,Risk,84.062628637,2019,
12th Grade,Regularly,Crack,2003,Risk,83.157438793,2019,
12th Grade,Regularly,Crack,2004,Risk,83.453267094,2019,
12th Grade,Regularly,Crack,2005,Risk,83.292467131,2019,
12th Grade,Regularly,Crack,2006,Risk,82.791955506,2019,
12th Grade,Regularly,Crack,2007,Risk,82.612191895,2019,
12th Grade,Regularly,Crack,2008,Risk,83.440699008,2019,
12th Grade,Regularly,Crack,2009,Risk,83.965295468,2019,
12th Grade,Regularly,Crack,2010,Risk,83.765203492,2019,
12th Grade,Regularly,Crack,2011,Risk,83.905986472,2019,
12th Grade,Regularly,Crack,2012,Risk,83.950632407,2019,
12th Grade,Regularly,Crack,2013,Risk,85.400236179,2019,
12th Grade,Regularly,Crack,2014,Risk,82.012920259,2019,
12th Grade,Regularly,Crack,2015,Risk,81.188706666,2019,
12th Grade,Regularly,Crack,2016,Risk,81.92592202,2019,
12th Grade,Regularly,Crack,2017,Risk,79.752912039,2019,
12th Grade,Regularly,Crack,2018,Risk,79.75941421,2019,
12th Grade,Regularly,Crack,2019,Risk,78.989123452,2019,
12th Grade,Occasionally,Crystal Methamphetamines,1990,Risk,63.146166324,2019,
12th Grade,Occasionally,Crystal Methamphetamines,1991,Risk,61.556678713,2019,
12th Grade,Occasionally,Crystal Methamphetamines,1992,Risk,61.922426061,2019,
12th Grade,Occasionally,Crystal Methamphetamines,1993,Risk,57.515444167,2019,
12th Grade,Occasionally,Crystal Methamphetamines,1994,Risk,58.252739423,2019,
12th Grade,Occasionally,Crystal Methamphetamines,1995,Risk,54.44606597,2019,
12th Grade,Occasionally,Crystal Methamphetamines,1996,Risk,55.348514251,2019,
12th Grade,Occasionally,Crystal Methamphetamines,1997,Risk,54.439389037,2019,
12th Grade,Occasionally,Crystal Methamphetamines,1998,Risk,52.68380084,2019,
12th Grade,Occasionally,Crystal Methamphetamines,1999,Risk,51.208402701,2019,
12th Grade,Occasionally,Crystal Methamphetamines,2000,Risk,51.339391316,2019,
12th Grade,Occasionally,Crystal Methamphetamines,2001,Risk,52.73007525,2019,
12th Grade,Occasionally,Crystal Methamphetamines,2002,Risk,53.773587562,2019,
12th Grade,Occasionally,Crystal Methamphetamines,2003,Risk,51.19219264,2019,
12th Grade,Occasionally,Crystal Methamphetamines,2004,Risk,52.351406867,2019,
12th Grade,Occasionally,Crystal Methamphetamines,2005,Risk,54.623215723,2019,
12th Grade,Occasionally,Crystal Methamphetamines,2006,Risk,59.097810221,2019,
12th Grade,Occasionally,Crystal Methamphetamines,2007,Risk,60.203513896,2019,
12th Grade,Occasionally,Crystal Methamphetamines,2008,Risk,62.162403855,2019,
12th Grade,Occasionally,Crystal Methamphetamines,2009,Risk,63.415071352,2019,
12th Grade,Occasionally,Crystal Methamphetamines,2010,Risk,64.894343398,2019,
12th Grade,Occasionally,Crystal Methamphetamines,2011,Risk,66.451510273,2019,
12th Grade,Occasionally,Crystal Methamphetamines,2012,Risk,67.829204021,2019,
12th Grade,Occasionally,Crystal Methamphetamines,2013,Risk,72.235569956,2019,
12th Grade,Occasionally,Crystal Methamphetamines,2014,Risk,70.229553318,2019,
12th Grade,Occasionally,Crystal Methamphetamines,2015,Risk,70.027884657,2019,
12th Grade,Occasionally,Crystal Methamphetamines,2016,Risk,69.987168212,2019,
12th Grade,Occasionally,Crystal Methamphetamines,2017,Risk,69.343500391,2019,
12th Grade,Occasionally,Crystal Methamphetamines,2018,Risk,67.120082387,2019,
12th Grade,Occasionally,Crystal Methamphetamines,2019,Risk,67.108288624,2019,
12th Grade,Occasionally,Crystal Methamphetamines,2021,Risk,64.273290998,2019,
12th Grade,Occasionally,Crystal Methamphetamines,2022,Risk,63.523621037,2019,
8th Grade,Regularly,Dissolvable Tobacco,2012,Risk,34.815254661,2019,
8th Grade,Regularly,Dissolvable Tobacco,2013,Risk,32.164737991,2019,
8th Grade,Regularly,Dissolvable Tobacco,2014,Risk,33.505410266,2019,
8th Grade,Regularly,Dissolvable Tobacco,2015,Risk,32.968076531,2019,
8th Grade,Regularly,Dissolvable Tobacco,2016,Risk,34.306043175,2019,
8th Grade,Regularly,Dissolvable Tobacco,2017,Risk,31.882032151,2019,
8th Grade,Regularly,Dissolvable Tobacco,2018,Risk,31.263995181,2019,
8th Grade,Regularly,Dissolvable Tobacco,2019,Risk,31.991073143,2019,
8th Grade,Regularly,Dissolvable Tobacco,2021,Risk,36.743159817,2019,
8th Grade,Regularly,Dissolvable Tobacco,2022,Risk,34.013156056,2019,
10th Grade,Regularly,Dissolvable Tobacco,2012,Risk,33.329153417,2019,
10th Grade,Regularly,Dissolvable Tobacco,2013,Risk,31.270869669,2019,
10th Grade,Regularly,Dissolvable Tobacco,2014,Risk,32.017768912,2019,
10th Grade,Regularly,Dissolvable Tobacco,2015,Risk,35.630083258,2019,
10th Grade,Regularly,Dissolvable Tobacco,2016,Risk,34.247786538,2019,
10th Grade,Regularly,Dissolvable Tobacco,2017,Risk,32.660133207,2019,
10th Grade,Regularly,Dissolvable Tobacco,2018,Risk,33.24411833,2019,
10th Grade,Regularly,Dissolvable Tobacco,2019,Risk,32.851906747,2019,
10th Grade,Regularly,Dissolvable Tobacco,2021,Risk,38.607932948,2019,
10th Grade,Regularly,Dissolvable Tobacco,2022,Risk,37.531119746,2019,
8th Grade,Regularly,E-Cigarettes,2014,Risk,14.515538268,2019,
8th Grade,Regularly,E-Cigarettes,2015,Risk,18.516897525,2019,
8th Grade,Regularly,E-Cigarettes,2016,Risk,21.282793896,2019,
8th Grade,Regularly,E-Cigarettes,2017,Risk,20.301335605,2019,
8th Grade,Regularly,E-Cigarettes,2018,Risk,22.091033976,2019,
10th Grade,Regularly,E-Cigarettes,2014,Risk,14.097891077,2019,
10th Grade,Regularly,E-Cigarettes,2015,Risk,17.030832694,2019,
10th Grade,Regularly,E-Cigarettes,2016,Risk,19.126318745,2019,
10th Grade,Regularly,E-Cigarettes,2017,Risk,19.430229374,2019,
10th Grade,Regularly,E-Cigarettes,2018,Risk,22.820580958,2019,
12th Grade,Regularly,E-Cigarettes,2014,Risk,14.243708456,2019,
12th Grade,Regularly,E-Cigarettes,2015,Risk,16.155761065,2019,
12th Grade,Regularly,E-Cigarettes,2016,Risk,18.226764621,2019,
12th Grade,Regularly,E-Cigarettes,2017,Risk,16.078397251,2019,
12th Grade,Regularly,E-Cigarettes,2018,Risk,18.045349556,2019,
