drug1,estimate,time,drug,raceEthnicity,sex,age,year
MJ 30-DAY,11.68,30 Day,Cannabis,,WOMEN,Ages 19-30,2001
MJ 30-DAY,11.89,30 Day,Cannabis,,WOMEN,Ages 19-30,2002
MJ 30-DAY,13.05,30 Day,Cannabis,,WOMEN,Ages 19-30,2003
MJ 30-DAY,11.64,30 Day,Cannabis,,WOMEN,Ages 19-30,2004
MJ 30-DAY,12.13,30 Day,Cannabis,,WOMEN,Ages 19-30,2005
MJ 30-DAY,11.73,30 Day,Cannabis,,WOMEN,Ages 19-30,2006
MJ 30-DAY,11.73,30 Day,Cannabis,,WOMEN,Ages 19-30,2007
MJ 30-DAY,12.26,30 Day,Cannabis,,WOMEN,Ages 19-30,2008
MJ 30-DAY,12.93,30 Day,Cannabis,,WOMEN,Ages 19-30,2009
MJ 30-DAY,11.23,30 Day,Cannabis,,WOMEN,Ages 19-30,2010
MJ 30-DAY,14.34,30 Day,Cannabis,,WOMEN,Ages 19-30,2011
MJ 30-DAY,13.42,30 Day,Cannabis,,WOMEN,Ages 19-30,2012
MJ 30-DAY,14.51,30 Day,Cannabis,,WOMEN,Ages 19-30,2013
MJ 30-DAY,15.93,30 Day,Cannabis,,WOMEN,Ages 19-30,2014
MJ 30-DAY,15.83,30 Day,Cannabis,,WOMEN,Ages 19-30,2015
MJ 30-DAY,18.3,30 Day,Cannabis,,WOMEN,Ages 19-30,2016
MJ 30-DAY,18.75,30 Day,Cannabis,,WOMEN,Ages 19-30,2017
MJ 30-DAY,23.8,30 Day,Cannabis,,WOMEN,Ages 19-30,2018
MJ 30-DAY,23.3,30 Day,Cannabis,,WOMEN,Ages 19-30,2019
MJ 30-DAY,25.7,30 Day,Cannabis,,WOMEN,Ages 19-30,2020
MJ 30-DAY,27.7,30 Day,Cannabis,,WOMEN,Ages 19-30,2021
MJ 30-DAY,28.8,30 Day,Cannabis,,WOMEN,Ages 19-30,2022
MJ 30-DAY,29.7,30 Day,Cannabis,,WOMEN,Ages 19-30,2023
MJ 30-DAY,6.14,30 Day,Cannabis,BLACK,,Ages 35-50,2008
MJ 30-DAY,10.36,30 Day,Cannabis,BLACK,,Ages 35-50,2009
MJ 30-DAY,7.56,30 Day,Cannabis,BLACK,,Ages 35-50,2010
MJ 30-DAY,8.56,30 Day,Cannabis,BLACK,,Ages 35-50,2011
MJ 30-DAY,6.68,30 Day,Cannabis,BLACK,,Ages 35-50,2012
MJ 30-DAY,9.37,30 Day,Cannabis,BLACK,,Ages 35-50,2013
MJ 30-DAY,8.03,30 Day,Cannabis,BLACK,,Ages 35-50,2014
MJ 30-DAY,8.1,30 Day,Cannabis,BLACK,,Ages 35-50,2015
MJ 30-DAY,9.2,30 Day,Cannabis,BLACK,,Ages 35-50,2016
MJ 30-DAY,9.49,30 Day,Cannabis,BLACK,,Ages 35-50,2017
MJ 30-DAY,10.5,30 Day,Cannabis,BLACK,,Ages 35-50,2018
MJ 30-DAY,9.9,30 Day,Cannabis,BLACK,,Ages 35-50,2019
MJ 30-DAY,15,30 Day,Cannabis,BLACK,,Ages 35-50,2020
MJ 30-DAY,18,30 Day,Cannabis,BLACK,,Ages 35-50,2021
MJ 30-DAY,16.8,30 Day,Cannabis,BLACK,,Ages 35-50,2022
MJ 30-DAY,15.5,30 Day,Cannabis,BLACK,,Ages 35-50,2023
MJ 30-DAY,5.27,30 Day,Cannabis,HISPANIC,,Ages 35-50,2008
MJ 30-DAY,4.44,30 Day,Cannabis,HISPANIC,,Ages 35-50,2009
MJ 30-DAY,5.74,30 Day,Cannabis,HISPANIC,,Ages 35-50,2010
MJ 30-DAY,6.65,30 Day,Cannabis,HISPANIC,,Ages 35-50,2011
MJ 30-DAY,5.95,30 Day,Cannabis,HISPANIC,,Ages 35-50,2012
MJ 30-DAY,6.19,30 Day,Cannabis,HISPANIC,,Ages 35-50,2013
MJ 30-DAY,3.04,30 Day,Cannabis,HISPANIC,,Ages 35-50,2014
MJ 30-DAY,9.77,30 Day,Cannabis,HISPANIC,,Ages 35-50,2015
MJ 30-DAY,7.4,30 Day,Cannabis,HISPANIC,,Ages 35-50,2016
MJ 30-DAY,10.14,30 Day,Cannabis,HISPANIC,,Ages 35-50,2017
MJ 30-DAY,9,30 Day,Cannabis,HISPANIC,,Ages 35-50,2018
MJ 30-DAY,8.9,30 Day,Cannabis,HISPANIC,,Ages 35-50,2019
MJ 30-DAY,9.7,30 Day,Cannabis,HISPANIC,,Ages 35-50,2020
MJ 30-DAY,9.2,30 Day,Cannabis,HISPANIC,,Ages 35-50,2021
MJ 30-DAY,15.6,30 Day,Cannabis,HISPANIC,,Ages 35-50,2022
MJ 30-DAY,17.9,30 Day,Cannabis,HISPANIC,,Ages 35-50,2023
MJ 30-DAY,10.68,30 Day,Cannabis,,MEN,Ages 35-50,2008
MJ 30-DAY,9.52,30 Day,Cannabis,,MEN,Ages 35-50,2009
MJ 30-DAY,9.24,30 Day,Cannabis,,MEN,Ages 35-50,2010
MJ 30-DAY,9.44,30 Day,Cannabis,,MEN,Ages 35-50,2011
MJ 30-DAY,9.69,30 Day,Cannabis,,MEN,Ages 35-50,2012
MJ 30-DAY,11.68,30 Day,Cannabis,,MEN,Ages 35-50,2013
MJ 30-DAY,11.92,30 Day,Cannabis,,MEN,Ages 35-50,2014
MJ 30-DAY,12.63,30 Day,Cannabis,,MEN,Ages 35-50,2015
MJ 30-DAY,11.5,30 Day,Cannabis,,MEN,Ages 35-50,2016
MJ 30-DAY,13.55,30 Day,Cannabis,,MEN,Ages 35-50,2017
MJ 30-DAY,14.9,30 Day,Cannabis,,MEN,Ages 35-50,2018
MJ 30-DAY,15.5,30 Day,Cannabis,,MEN,Ages 35-50,2019
MJ 30-DAY,17.1,30 Day,Cannabis,,MEN,Ages 35-50,2020
MJ 30-DAY,18.3,30 Day,Cannabis,,MEN,Ages 35-50,2021
MJ 30-DAY,19.9,30 Day,Cannabis,,MEN,Ages 35-50,2022
MJ 30-DAY,20.7,30 Day,Cannabis,,MEN,Ages 35-50,2023
MJ 30-DAY,7.59,30 Day,Cannabis,WHITE,,Ages 35-50,2008
MJ 30-DAY,6.65,30 Day,Cannabis,WHITE,,Ages 35-50,2009
MJ 30-DAY,7.96,30 Day,Cannabis,WHITE,,Ages 35-50,2010
MJ 30-DAY,7.95,30 Day,Cannabis,WHITE,,Ages 35-50,2011
MJ 30-DAY,7.93,30 Day,Cannabis,WHITE,,Ages 35-50,2012
MJ 30-DAY,8.23,30 Day,Cannabis,WHITE,,Ages 35-50,2013
MJ 30-DAY,8.81,30 Day,Cannabis,WHITE,,Ages 35-50,2014
MJ 30-DAY,9.98,30 Day,Cannabis,WHITE,,Ages 35-50,2015
MJ 30-DAY,9.9,30 Day,Cannabis,WHITE,,Ages 35-50,2016
MJ 30-DAY,10.94,30 Day,Cannabis,WHITE,,Ages 35-50,2017
MJ 30-DAY,12.2,30 Day,Cannabis,WHITE,,Ages 35-50,2018
MJ 30-DAY,13.8,30 Day,Cannabis,WHITE,,Ages 35-50,2019
MJ 30-DAY,14.2,30 Day,Cannabis,WHITE,,Ages 35-50,2020
MJ 30-DAY,16.9,30 Day,Cannabis,WHITE,,Ages 35-50,2021
MJ 30-DAY,18.1,30 Day,Cannabis,WHITE,,Ages 35-50,2022
MJ 30-DAY,19.6,30 Day,Cannabis,WHITE,,Ages 35-50,2023
MJ 30-DAY,4.21,30 Day,Cannabis,,WOMEN,Ages 35-50,2008
MJ 30-DAY,4.66,30 Day,Cannabis,,WOMEN,Ages 35-50,2009
MJ 30-DAY,5.86,30 Day,Cannabis,,WOMEN,Ages 35-50,2010
MJ 30-DAY,6.26,30 Day,Cannabis,,WOMEN,Ages 35-50,2011
MJ 30-DAY,5.55,30 Day,Cannabis,,WOMEN,Ages 35-50,2012
MJ 30-DAY,5.12,30 Day,Cannabis,,WOMEN,Ages 35-50,2013
MJ 30-DAY,5.41,30 Day,Cannabis,,WOMEN,Ages 35-50,2014
MJ 30-DAY,6.72,30 Day,Cannabis,,WOMEN,Ages 35-50,2015
MJ 30-DAY,7.2,30 Day,Cannabis,,WOMEN,Ages 35-50,2016
MJ 30-DAY,7.62,30 Day,Cannabis,,WOMEN,Ages 35-50,2017
MJ 30-DAY,9.4,30 Day,Cannabis,,WOMEN,Ages 35-50,2018
MJ 30-DAY,10.3,30 Day,Cannabis,,WOMEN,Ages 35-50,2019
MJ 30-DAY,10.8,30 Day,Cannabis,,WOMEN,Ages 35-50,2020
MJ 30-DAY,14.2,30 Day,Cannabis,,WOMEN,Ages 35-50,2021
MJ 30-DAY,14.8,30 Day,Cannabis,,WOMEN,Ages 35-50,2022
MJ 30-DAY,17.8,30 Day,Cannabis,,WOMEN,Ages 35-50,2023
MJ ANNUAL,24.68,12 Month,Cannabis,BLACK,,Ages 19-30,1988
MJ ANNUAL,19.44,12 Month,Cannabis,BLACK,,Ages 19-30,1989
MJ ANNUAL,17.63,12 Month,Cannabis,BLACK,,Ages 19-30,1990
MJ ANNUAL,14.84,12 Month,Cannabis,BLACK,,Ages 19-30,1991
MJ ANNUAL,15.98,12 Month,Cannabis,BLACK,,Ages 19-30,1992
MJ ANNUAL,18.84,12 Month,Cannabis,BLACK,,Ages 19-30,1993
MJ ANNUAL,17.52,12 Month,Cannabis,BLACK,,Ages 19-30,1994
MJ ANNUAL,20.56,12 Month,Cannabis,BLACK,,Ages 19-30,1995
MJ ANNUAL,20.34,12 Month,Cannabis,BLACK,,Ages 19-30,1996
MJ ANNUAL,22.01,12 Month,Cannabis,BLACK,,Ages 19-30,1997
MJ ANNUAL,25.03,12 Month,Cannabis,BLACK,,Ages 19-30,1998
MJ ANNUAL,22.19,12 Month,Cannabis,BLACK,,Ages 19-30,1999
MJ ANNUAL,21.08,12 Month,Cannabis,BLACK,,Ages 19-30,2000
MJ ANNUAL,20.89,12 Month,Cannabis,BLACK,,Ages 19-30,2001
MJ ANNUAL,20.64,12 Month,Cannabis,BLACK,,Ages 19-30,2002
MJ ANNUAL,20.2,12 Month,Cannabis,BLACK,,Ages 19-30,2003
MJ ANNUAL,22.96,12 Month,Cannabis,BLACK,,Ages 19-30,2004
MJ ANNUAL,17.88,12 Month,Cannabis,BLACK,,Ages 19-30,2005
MJ ANNUAL,22.2,12 Month,Cannabis,BLACK,,Ages 19-30,2006
MJ ANNUAL,21.24,12 Month,Cannabis,BLACK,,Ages 19-30,2007
MJ ANNUAL,25.96,12 Month,Cannabis,BLACK,,Ages 19-30,2008
MJ ANNUAL,21.03,12 Month,Cannabis,BLACK,,Ages 19-30,2009
MJ ANNUAL,21.74,12 Month,Cannabis,BLACK,,Ages 19-30,2010
MJ ANNUAL,28.95,12 Month,Cannabis,BLACK,,Ages 19-30,2011
MJ ANNUAL,28.31,12 Month,Cannabis,BLACK,,Ages 19-30,2012
MJ ANNUAL,29.04,12 Month,Cannabis,BLACK,,Ages 19-30,2013
MJ ANNUAL,31.68,12 Month,Cannabis,BLACK,,Ages 19-30,2014
MJ ANNUAL,28.35,12 Month,Cannabis,BLACK,,Ages 19-30,2015
MJ ANNUAL,34.2,12 Month,Cannabis,BLACK,,Ages 19-30,2016
MJ ANNUAL,36.34,12 Month,Cannabis,BLACK,,Ages 19-30,2017
MJ ANNUAL,44.4,12 Month,Cannabis,BLACK,,Ages 19-30,2018
MJ ANNUAL,37.9,12 Month,Cannabis,BLACK,,Ages 19-30,2019
MJ ANNUAL,45.8,12 Month,Cannabis,BLACK,,Ages 19-30,2020
MJ ANNUAL,40.8,12 Month,Cannabis,BLACK,,Ages 19-30,2021
MJ ANNUAL,43.1,12 Month,Cannabis,BLACK,,Ages 19-30,2022
MJ ANNUAL,42.9,12 Month,Cannabis,BLACK,,Ages 19-30,2023
MJ ANNUAL,28.05,12 Month,Cannabis,HISPANIC,,Ages 19-30,1988
MJ ANNUAL,23.72,12 Month,Cannabis,HISPANIC,,Ages 19-30,1989
MJ ANNUAL,20.83,12 Month,Cannabis,HISPANIC,,Ages 19-30,1990
MJ ANNUAL,19.44,12 Month,Cannabis,HISPANIC,,Ages 19-30,1991
MJ ANNUAL,21.22,12 Month,Cannabis,HISPANIC,,Ages 19-30,1992
MJ ANNUAL,20.52,12 Month,Cannabis,HISPANIC,,Ages 19-30,1993
MJ ANNUAL,20.91,12 Month,Cannabis,HISPANIC,,Ages 19-30,1994
MJ ANNUAL,20.01,12 Month,Cannabis,HISPANIC,,Ages 19-30,1995
MJ ANNUAL,22.96,12 Month,Cannabis,HISPANIC,,Ages 19-30,1996
MJ ANNUAL,19.08,12 Month,Cannabis,HISPANIC,,Ages 19-30,1997
MJ ANNUAL,19.92,12 Month,Cannabis,HISPANIC,,Ages 19-30,1998
MJ ANNUAL,24.22,12 Month,Cannabis,HISPANIC,,Ages 19-30,1999
MJ ANNUAL,19.47,12 Month,Cannabis,HISPANIC,,Ages 19-30,2000
MJ ANNUAL,26.02,12 Month,Cannabis,HISPANIC,,Ages 19-30,2001
MJ ANNUAL,22.94,12 Month,Cannabis,HISPANIC,,Ages 19-30,2002
MJ ANNUAL,25.49,12 Month,Cannabis,HISPANIC,,Ages 19-30,2003
MJ ANNUAL,23.77,12 Month,Cannabis,HISPANIC,,Ages 19-30,2004
MJ ANNUAL,23.23,12 Month,Cannabis,HISPANIC,,Ages 19-30,2005
MJ ANNUAL,21.75,12 Month,Cannabis,HISPANIC,,Ages 19-30,2006
MJ ANNUAL,20.8,12 Month,Cannabis,HISPANIC,,Ages 19-30,2007
MJ ANNUAL,25.9,12 Month,Cannabis,HISPANIC,,Ages 19-30,2008
MJ ANNUAL,24.89,12 Month,Cannabis,HISPANIC,,Ages 19-30,2009
MJ ANNUAL,25.6,12 Month,Cannabis,HISPANIC,,Ages 19-30,2010
MJ ANNUAL,29.69,12 Month,Cannabis,HISPANIC,,Ages 19-30,2011
MJ ANNUAL,27.98,12 Month,Cannabis,HISPANIC,,Ages 19-30,2012
MJ ANNUAL,31.73,12 Month,Cannabis,HISPANIC,,Ages 19-30,2013
MJ ANNUAL,31.01,12 Month,Cannabis,HISPANIC,,Ages 19-30,2014
MJ ANNUAL,27.71,12 Month,Cannabis,HISPANIC,,Ages 19-30,2015
MJ ANNUAL,31,12 Month,Cannabis,HISPANIC,,Ages 19-30,2016
MJ ANNUAL,38.62,12 Month,Cannabis,HISPANIC,,Ages 19-30,2017
MJ ANNUAL,39.4,12 Month,Cannabis,HISPANIC,,Ages 19-30,2018
MJ ANNUAL,39.1,12 Month,Cannabis,HISPANIC,,Ages 19-30,2019
MJ ANNUAL,41.7,12 Month,Cannabis,HISPANIC,,Ages 19-30,2020
MJ ANNUAL,39.9,12 Month,Cannabis,HISPANIC,,Ages 19-30,2021
MJ ANNUAL,45.5,12 Month,Cannabis,HISPANIC,,Ages 19-30,2022
MJ ANNUAL,38.7,12 Month,Cannabis,HISPANIC,,Ages 19-30,2023
MJ ANNUAL,34.5,12 Month,Cannabis,,MEN,Ages 19-30,1988
MJ ANNUAL,31.75,12 Month,Cannabis,,MEN,Ages 19-30,1989
MJ ANNUAL,28.6,12 Month,Cannabis,,MEN,Ages 19-30,1990
MJ ANNUAL,27.04,12 Month,Cannabis,,MEN,Ages 19-30,1991
MJ ANNUAL,27.47,12 Month,Cannabis,,MEN,Ages 19-30,1992
MJ ANNUAL,27.09,12 Month,Cannabis,,MEN,Ages 19-30,1993
MJ ANNUAL,28.76,12 Month,Cannabis,,MEN,Ages 19-30,1994
MJ ANNUAL,27.3,12 Month,Cannabis,,MEN,Ages 19-30,1995
MJ ANNUAL,28.08,12 Month,Cannabis,,MEN,Ages 19-30,1996
MJ ANNUAL,27.73,12 Month,Cannabis,,MEN,Ages 19-30,1997
MJ ANNUAL,28.73,12 Month,Cannabis,,MEN,Ages 19-30,1998
MJ ANNUAL,28.69,12 Month,Cannabis,,MEN,Ages 19-30,1999
MJ ANNUAL,29.16,12 Month,Cannabis,,MEN,Ages 19-30,2000
MJ ANNUAL,30.05,12 Month,Cannabis,,MEN,Ages 19-30,2001
MJ ANNUAL,29.68,12 Month,Cannabis,,MEN,Ages 19-30,2002
MJ ANNUAL,29.59,12 Month,Cannabis,,MEN,Ages 19-30,2003
MJ ANNUAL,29.98,12 Month,Cannabis,,MEN,Ages 19-30,2004
MJ ANNUAL,28.88,12 Month,Cannabis,,MEN,Ages 19-30,2005
MJ ANNUAL,30.09,12 Month,Cannabis,,MEN,Ages 19-30,2006
MJ ANNUAL,30.4,12 Month,Cannabis,,MEN,Ages 19-30,2007
MJ ANNUAL,31.44,12 Month,Cannabis,,MEN,Ages 19-30,2008
MJ ANNUAL,31.74,12 Month,Cannabis,,MEN,Ages 19-30,2009
MJ ANNUAL,32.3,12 Month,Cannabis,,MEN,Ages 19-30,2010
MJ ANNUAL,34.08,12 Month,Cannabis,,MEN,Ages 19-30,2011
MJ ANNUAL,31.48,12 Month,Cannabis,,MEN,Ages 19-30,2012
MJ ANNUAL,34.09,12 Month,Cannabis,,MEN,Ages 19-30,2013
MJ ANNUAL,33.02,12 Month,Cannabis,,MEN,Ages 19-30,2014
MJ ANNUAL,34.21,12 Month,Cannabis,,MEN,Ages 19-30,2015
MJ ANNUAL,36,12 Month,Cannabis,,MEN,Ages 19-30,2016
MJ ANNUAL,38.76,12 Month,Cannabis,,MEN,Ages 19-30,2017
MJ ANNUAL,39.4,12 Month,Cannabis,,MEN,Ages 19-30,2018
MJ ANNUAL,40.6,12 Month,Cannabis,,MEN,Ages 19-30,2019
MJ ANNUAL,40.4,12 Month,Cannabis,,MEN,Ages 19-30,2020
MJ ANNUAL,43.4,12 Month,Cannabis,,MEN,Ages 19-30,2021
MJ ANNUAL,42.4,12 Month,Cannabis,,MEN,Ages 19-30,2022
MJ ANNUAL,40.3,12 Month,Cannabis,,MEN,Ages 19-30,2023
MJ ANNUAL,31.96,12 Month,Cannabis,WHITE,,Ages 19-30,1988
MJ ANNUAL,29.58,12 Month,Cannabis,WHITE,,Ages 19-30,1989
MJ ANNUAL,26.61,12 Month,Cannabis,WHITE,,Ages 19-30,1990
MJ ANNUAL,24.95,12 Month,Cannabis,WHITE,,Ages 19-30,1991
MJ ANNUAL,25.62,12 Month,Cannabis,WHITE,,Ages 19-30,1992
MJ ANNUAL,25.18,12 Month,Cannabis,WHITE,,Ages 19-30,1993
MJ ANNUAL,25.2,12 Month,Cannabis,WHITE,,Ages 19-30,1994
MJ ANNUAL,25.91,12 Month,Cannabis,WHITE,,Ages 19-30,1995
MJ ANNUAL,25.8,12 Month,Cannabis,WHITE,,Ages 19-30,1996
MJ ANNUAL,25.94,12 Month,Cannabis,WHITE,,Ages 19-30,1997
MJ ANNUAL,26.07,12 Month,Cannabis,WHITE,,Ages 19-30,1998
MJ ANNUAL,26.02,12 Month,Cannabis,WHITE,,Ages 19-30,1999
MJ ANNUAL,27.59,12 Month,Cannabis,WHITE,,Ages 19-30,2000
MJ ANNUAL,27.72,12 Month,Cannabis,WHITE,,Ages 19-30,2001
MJ ANNUAL,28.04,12 Month,Cannabis,WHITE,,Ages 19-30,2002
MJ ANNUAL,27.45,12 Month,Cannabis,WHITE,,Ages 19-30,2003
MJ ANNUAL,27.62,12 Month,Cannabis,WHITE,,Ages 19-30,2004
MJ ANNUAL,27.71,12 Month,Cannabis,WHITE,,Ages 19-30,2005
MJ ANNUAL,27.8,12 Month,Cannabis,WHITE,,Ages 19-30,2006
MJ ANNUAL,28.3,12 Month,Cannabis,WHITE,,Ages 19-30,2007
MJ ANNUAL,28.06,12 Month,Cannabis,WHITE,,Ages 19-30,2008
MJ ANNUAL,29.65,12 Month,Cannabis,WHITE,,Ages 19-30,2009
MJ ANNUAL,28.3,12 Month,Cannabis,WHITE,,Ages 19-30,2010
MJ ANNUAL,29.75,12 Month,Cannabis,WHITE,,Ages 19-30,2011
MJ ANNUAL,28.35,12 Month,Cannabis,WHITE,,Ages 19-30,2012
MJ ANNUAL,30.28,12 Month,Cannabis,WHITE,,Ages 19-30,2013
MJ ANNUAL,29.6,12 Month,Cannabis,WHITE,,Ages 19-30,2014
MJ ANNUAL,31.68,12 Month,Cannabis,WHITE,,Ages 19-30,2015
MJ ANNUAL,32.6,12 Month,Cannabis,WHITE,,Ages 19-30,2016
MJ ANNUAL,34.23,12 Month,Cannabis,WHITE,,Ages 19-30,2017
MJ ANNUAL,36.7,12 Month,Cannabis,WHITE,,Ages 19-30,2018
MJ ANNUAL,38.3,12 Month,Cannabis,WHITE,,Ages 19-30,2019
MJ ANNUAL,39.3,12 Month,Cannabis,WHITE,,Ages 19-30,2020
MJ ANNUAL,43.1,12 Month,Cannabis,WHITE,,Ages 19-30,2021
MJ ANNUAL,41.6,12 Month,Cannabis,WHITE,,Ages 19-30,2022
MJ ANNUAL,42.2,12 Month,Cannabis,WHITE,,Ages 19-30,2023
MJ ANNUAL,27.19,12 Month,Cannabis,,WOMEN,Ages 19-30,1988
MJ ANNUAL,24.24,12 Month,Cannabis,,WOMEN,Ages 19-30,1989
MJ ANNUAL,21.65,12 Month,Cannabis,,WOMEN,Ages 19-30,1990
MJ ANNUAL,19.77,12 Month,Cannabis,,WOMEN,Ages 19-30,1991
MJ ANNUAL,20.86,12 Month,Cannabis,,WOMEN,Ages 19-30,1992
MJ ANNUAL,20.36,12 Month,Cannabis,,WOMEN,Ages 19-30,1993
MJ ANNUAL,19.58,12 Month,Cannabis,,WOMEN,Ages 19-30,1994
MJ ANNUAL,21.76,12 Month,Cannabis,,WOMEN,Ages 19-30,1995
MJ ANNUAL,22.05,12 Month,Cannabis,,WOMEN,Ages 19-30,1996
MJ ANNUAL,21.48,12 Month,Cannabis,,WOMEN,Ages 19-30,1997
MJ ANNUAL,21.98,12 Month,Cannabis,,WOMEN,Ages 19-30,1998
MJ ANNUAL,21.81,12 Month,Cannabis,,WOMEN,Ages 19-30,1999
MJ ANNUAL,22.57,12 Month,Cannabis,,WOMEN,Ages 19-30,2000
MJ ANNUAL,22.94,12 Month,Cannabis,,WOMEN,Ages 19-30,2001
MJ ANNUAL,23.53,12 Month,Cannabis,,WOMEN,Ages 19-30,2002
MJ ANNUAL,22.84,12 Month,Cannabis,,WOMEN,Ages 19-30,2003
MJ ANNUAL,23.18,12 Month,Cannabis,,WOMEN,Ages 19-30,2004
MJ ANNUAL,23.47,12 Month,Cannabis,,WOMEN,Ages 19-30,2005
MJ ANNUAL,23.01,12 Month,Cannabis,,WOMEN,Ages 19-30,2006
MJ ANNUAL,22.84,12 Month,Cannabis,,WOMEN,Ages 19-30,2007
MJ ANNUAL,23.42,12 Month,Cannabis,,WOMEN,Ages 19-30,2008
MJ ANNUAL,24.25,12 Month,Cannabis,,WOMEN,Ages 19-30,2009
MJ ANNUAL,22.22,12 Month,Cannabis,,WOMEN,Ages 19-30,2010
MJ ANNUAL,25.51,12 Month,Cannabis,,WOMEN,Ages 19-30,2011
MJ ANNUAL,25.04,12 Month,Cannabis,,WOMEN,Ages 19-30,2012
MJ ANNUAL,27.45,12 Month,Cannabis,,WOMEN,Ages 19-30,2013
MJ ANNUAL,27.72,12 Month,Cannabis,,WOMEN,Ages 19-30,2014
MJ ANNUAL,28.71,12 Month,Cannabis,,WOMEN,Ages 19-30,2015
MJ ANNUAL,30.6,12 Month,Cannabis,,WOMEN,Ages 19-30,2016
MJ ANNUAL,32.26,12 Month,Cannabis,,WOMEN,Ages 19-30,2017
MJ ANNUAL,37.9,12 Month,Cannabis,,WOMEN,Ages 19-30,2018
MJ ANNUAL,36.8,12 Month,Cannabis,,WOMEN,Ages 19-30,2019
MJ ANNUAL,41.6,12 Month,Cannabis,,WOMEN,Ages 19-30,2020
MJ ANNUAL,41.8,12 Month,Cannabis,,WOMEN,Ages 19-30,2021
MJ ANNUAL,44.6,12 Month,Cannabis,,WOMEN,Ages 19-30,2022
MJ ANNUAL,44.1,12 Month,Cannabis,,WOMEN,Ages 19-30,2023
MJ ANNUAL,8.43,12 Month,Cannabis,BLACK,,Ages 35-50,2008
MJ ANNUAL,12.2,12 Month,Cannabis,BLACK,,Ages 35-50,2009
MJ ANNUAL,12.6,12 Month,Cannabis,BLACK,,Ages 35-50,2010
MJ ANNUAL,11.2,12 Month,Cannabis,BLACK,,Ages 35-50,2011
MJ ANNUAL,9.27,12 Month,Cannabis,BLACK,,Ages 35-50,2012
MJ ANNUAL,13.82,12 Month,Cannabis,BLACK,,Ages 35-50,2013
MJ ANNUAL,11.98,12 Month,Cannabis,BLACK,,Ages 35-50,2014
MJ ANNUAL,13.13,12 Month,Cannabis,BLACK,,Ages 35-50,2015
MJ ANNUAL,11.8,12 Month,Cannabis,BLACK,,Ages 35-50,2016
MJ ANNUAL,13.71,12 Month,Cannabis,BLACK,,Ages 35-50,2017
MJ ANNUAL,16.2,12 Month,Cannabis,BLACK,,Ages 35-50,2018
MJ ANNUAL,16.4,12 Month,Cannabis,BLACK,,Ages 35-50,2019
MJ ANNUAL,23.3,12 Month,Cannabis,BLACK,,Ages 35-50,2020
MJ ANNUAL,24.8,12 Month,Cannabis,BLACK,,Ages 35-50,2021
MJ ANNUAL,26.5,12 Month,Cannabis,BLACK,,Ages 35-50,2022
MJ ANNUAL,23.5,12 Month,Cannabis,BLACK,,Ages 35-50,2023
MJ ANNUAL,11.54,12 Month,Cannabis,HISPANIC,,Ages 35-50,2008
MJ ANNUAL,9.62,12 Month,Cannabis,HISPANIC,,Ages 35-50,2009
MJ ANNUAL,8.18,12 Month,Cannabis,HISPANIC,,Ages 35-50,2010
MJ ANNUAL,12.63,12 Month,Cannabis,HISPANIC,,Ages 35-50,2011
MJ ANNUAL,9.71,12 Month,Cannabis,HISPANIC,,Ages 35-50,2012
MJ ANNUAL,17.28,12 Month,Cannabis,HISPANIC,,Ages 35-50,2013
MJ ANNUAL,7.41,12 Month,Cannabis,HISPANIC,,Ages 35-50,2014
MJ ANNUAL,14,12 Month,Cannabis,HISPANIC,,Ages 35-50,2015
MJ ANNUAL,12.7,12 Month,Cannabis,HISPANIC,,Ages 35-50,2016
MJ ANNUAL,13.93,12 Month,Cannabis,HISPANIC,,Ages 35-50,2017
MJ ANNUAL,15,12 Month,Cannabis,HISPANIC,,Ages 35-50,2018
MJ ANNUAL,13.9,12 Month,Cannabis,HISPANIC,,Ages 35-50,2019
MJ ANNUAL,16.2,12 Month,Cannabis,HISPANIC,,Ages 35-50,2020
MJ ANNUAL,19.5,12 Month,Cannabis,HISPANIC,,Ages 35-50,2021
MJ ANNUAL,29.5,12 Month,Cannabis,HISPANIC,,Ages 35-50,2022
MJ ANNUAL,29.3,12 Month,Cannabis,HISPANIC,,Ages 35-50,2023
MJ ANNUAL,16.41,12 Month,Cannabis,,MEN,Ages 35-50,2008
MJ ANNUAL,14.73,12 Month,Cannabis,,MEN,Ages 35-50,2009
MJ ANNUAL,15.2,12 Month,Cannabis,,MEN,Ages 35-50,2010
MJ ANNUAL,14.89,12 Month,Cannabis,,MEN,Ages 35-50,2011
MJ ANNUAL,16.8,12 Month,Cannabis,,MEN,Ages 35-50,2012
MJ ANNUAL,18.16,12 Month,Cannabis,,MEN,Ages 35-50,2013
MJ ANNUAL,17.85,12 Month,Cannabis,,MEN,Ages 35-50,2014
MJ ANNUAL,19.69,12 Month,Cannabis,,MEN,Ages 35-50,2015
MJ ANNUAL,17.9,12 Month,Cannabis,,MEN,Ages 35-50,2016
MJ ANNUAL,20.96,12 Month,Cannabis,,MEN,Ages 35-50,2017
MJ ANNUAL,21.2,12 Month,Cannabis,,MEN,Ages 35-50,2018
MJ ANNUAL,23.6,12 Month,Cannabis,,MEN,Ages 35-50,2019
MJ ANNUAL,26.4,12 Month,Cannabis,,MEN,Ages 35-50,2020
MJ ANNUAL,27.4,12 Month,Cannabis,,MEN,Ages 35-50,2021
