"drug","age","time","_NAME_","_2009","_2010","_2011","_2012","_2013","_2014","_2015","_2016","_2017","_2018","_2019","_2020","_2021","_2022","_1993","_1994","_1995","_1996","_1997","_1998","_1999","_2000","_2001","_2002","_2003","_2004","_2005","_2006","_2007","_2008","_1977","_1978","_1979","_1980","_1981","_1982","_1983","_1984","_1985","_1986","_1987","_1988","_1989","_1990","_1991","_1992"
"Cigarettes","Ages 23-24","30 Day","estimate",24.8061,24.2857,22.8773,20.5324,21.5304,18.7929,19.3435,16.0139,17.5057,16.7700,10.8276,11.3875,9.399,11.232,27.847,27.4191,28.5529,30.4202,28.3109,32.2825,32.5978,30.5781,31.4129,32.9439,29.8744,33.2618,28.4491,28.3802,28.3648,28.1975,".",".",".",".",37.0938,37.5431,35.9390,34.6161,32.4849,31.1624,32.6643,30.1768,30.2873,28.8250,28.7467,28.5784
"Cigarettes","Ages 23-24","Daily","estimate",17.0681,16.4039,13.3117,12.8677,13.0615,11.4032,12.1809,10.1305,9.9420,8.7639,6.1278,6.4039,3.941,4.630,20.303,20.0143,20.7168,23.0481,20.9693,22.1294,21.5704,21.7044,22.8528,24.6496,20.6455,24.8552,19.5016,20.0096,19.3881,18.7351,".",".",".",".",31.5226,30.6930,29.7784,28.9792,25.7357,26.2656,26.9687,24.5912,24.1905,23.1981,22.6158,21.2501
"Cigarettes","Ages 23-24","Half Pack","estimate",9.3258,10.1504,7.9607,7.9188,8.2571,7.4315,7.4914,6.7402,6.7556,4.7558,3.6877,4.0709,2.405,2.064,15.242,14.9269,15.5665,16.7885,16.0476,15.3499,14.4457,14.3658,16.2344,16.5867,14.6902,16.2269,13.3695,13.0443,11.3150,12.4017,".",".",".",".",25.4959,24.9761,24.5525,23.6206,21.3056,21.8097,22.4083,19.0636,19.4071,18.4238,17.4093,16.0034
"Cigarettes","Ages 25-26","12 Month","estimate",34.5074,34.8817,33.4371,32.9248,30.7729,25.7221,28.6464,25.6631,26.6418,23.0747,26.0933,24.9428,21.540,17.198,35.221,34.7985,35.6900,35.5008,39.0347,38.6462,34.4996,38.0567,39.6674,37.3317,35.4654,39.0030,40.9323,38.4006,36.5442,33.6463,".",".",".",".",".",".",42.4741,41.3660,42.1273,39.4568,35.9784,35.5237,37.8833,36.0604,36.4756,33.9627
"Cigarettes","Ages 25-26","30 Day","estimate",25.4403,24.4457,24.6490,22.2665,20.4309,16.4517,19.4254,16.4010,18.1552,14.2368,15.1709,11.6424,11.243,8.769,28.355,27.2245,26.3307,27.1595,28.4667,30.7528,25.9031,29.2206,28.8237,27.8322,27.3705,31.1342,31.1515,30.3298,26.8753,24.5499,".",".",".",".",".",".",35.4314,33.8094,34.9031,31.6780,28.7952,28.5689,30.8189,29.1116,30.1397,27.6431
"Cigarettes","Ages 25-26","Daily","estimate",18.3086,16.1038,18.7576,15.6754,11.0314,11.8075,11.9481,10.2868,10.1885,8.3116,10.4223,6.7038,5.819,4.820,22.233,20.5820,20.0139,21.2511,20.2495,22.5828,19.9562,20.9401,21.3085,20.1908,21.1214,23.7789,23.2989,22.9889,19.3921,17.1085,".",".",".",".",".",".",30.9303,28.8501,29.9292,27.7854,24.2902,23.9648,26.2852,24.4459,24.4081,21.4572
"Cigarettes","Ages 25-26","Half Pack","estimate",11.2552,10.8413,10.9328,8.0202,5.8959,7.2187,6.8764,6.6267,4.8723,4.3323,6.5425,4.1622,2.739,2.949,17.413,15.6808,14.9859,15.2951,13.6263,15.8537,15.0655,15.2181,15.5681,14.1722,13.9957,16.5854,14.5236,14.6846,14.7958,10.8605,".",".",".",".",".",".",24.6048,24.2133,24.4044,22.2428,20.2813,19.3728,21.7428,20.4641,19.3019,16.6299
"Cigarettes","Ages 27-28","12 Month","estimate",32.3959,32.1120,29.4511,30.8137,29.2201,28.7570,25.9033,23.1464,24.0009,24.2126,23.8049,21.8402,22.773,17.549,32.715,33.2783,32.9540,32.6133,34.2835,33.9389,31.9580,35.6071,32.6544,34.1534,35.1581,33.1146,35.2608,35.6395,34.5620,35.6007,".",".",".",".",".",".",".",".",39.2326,39.6678,38.1746,35.2707,33.7309,32.6548,35.6273,34.6451
"Cigarettes","Ages 27-28","30 Day","estimate",24.4131,23.1942,21.9427,22.8958,21.4419,20.1580,15.5785,15.5981,15.8275,13.8903,15.3845,10.8984,14.982,8.148,26.550,26.5655,27.6411,26.3473,25.4227,26.1157,23.2689,26.5951,24.7533,25.5676,26.4707,26.0367,26.9938,27.4181,26.2384,27.7862,".",".",".",".",".",".",".",".",33.6882,33.6930,32.0437,29.4931,28.2489,27.5185,29.7566,28.4554
"Cigarettes","Ages 27-28","Daily","estimate",17.5886,17.8390,14.7772,16.8772,14.5999,13.8739,10.0411,10.2840,10.9198,9.9456,8.4569,6.9238,8.095,4.008,21.068,22.0095,21.7268,19.9120,18.1867,20.2151,16.4499,20.0883,17.6556,18.1628,19.4693,18.4575,19.0925,21.1750,19.6713,20.3077,".",".",".",".",".",".",".",".",28.4998,28.8975,27.7152,25.6038,23.8864,23.1861,25.4207,22.7541
"Cigarettes","Ages 27-28","Half Pack","estimate",12.3123,11.6314,7.6244,11.0421,9.5414,8.5653,5.7566,6.7142,5.2991,6.2558,4.0001,4.8686,5.460,1.937,17.188,16.7641,16.4365,15.2020,13.4188,15.3444,12.8704,15.0998,12.8953,14.2821,14.6493,12.6717,13.0519,14.3247,13.3907,12.3095,".",".",".",".",".",".",".",".",25.4964,24.1061,22.9269,20.9654,19.8654,18.7954,19.9673,18.7246
"Cigarettes","Ages 29-30","12 Month","estimate",33.2492,31.8296,27.9668,26.9400,26.9012,27.3681,20.2909,25.4225,19.0119,22.5591,22.5518,19.1282,20.572,17.488,32.970,31.3617,31.7325,29.8733,32.1356,30.9792,31.4340,30.5912,29.2228,31.9922,30.6715,29.8699,30.8890,32.1640,30.4111,31.9412,".",".",".",".",".",".",".",".",".",".",36.1954,35.1412,35.8490,33.3391,31.6717,30.3468
"Cigarettes","Ages 29-30","30 Day","estimate",24.8663,26.0278,21.1140,19.6608,19.2461,19.6875,14.9247,16.9073,11.9664,13.8523,14.8835,11.4575,13.203,8.421,27.560,26.2111,25.5783,24.1114,25.7332,24.8778,23.5543,22.4186,21.0329,25.2677,22.9726,22.7469,23.2319,25.1822,23.1036,24.8526,".",".",".",".",".",".",".",".",".",".",29.9025,29.6912,30.2344,28.3563,25.5288,24.4912
"Cigarettes","Ages 29-30","Daily","estimate",17.6770,18.4625,15.4968,15.8358,13.2119,13.7926,11.1346,13.1250,7.0467,9.8138,9.0200,7.5652,8.382,5.394,23.432,21.3595,20.4649,19.4142,20.4971,19.0679,18.4688,16.8543,15.3798,18.0277,17.0782,17.2789,18.5958,18.8801,16.8418,18.1548,".",".",".",".",".",".",".",".",".",".",26.8801,26.3144,26.3359,25.0095,21.9432,20.8424
"Cigarettes","Ages 29-30","Half Pack","estimate",10.6162,11.7952,9.6987,9.1144,7.5626,7.7121,7.9641,8.1312,4.0082,5.4538,5.6160,3.6483,4.763,2.904,19.157,17.8277,16.9588,15.6381,16.1526,13.3629,14.0617,13.0865,11.8839,14.2993,12.9543,13.2212,13.4161,13.4266,12.3339,13.3966,".",".",".",".",".",".",".",".",".",".",22.7578,23.3222,21.7389,20.9662,17.6753,17.4797
"Cigarettes","Ages 35-50","12 Month","estimate",22.1219,23.2254,21.5278,20.1096,20.5982,20.4526,19.9805,18.7029,17.3696,18.0677,16.5801,17.1347,15.223,16.021,32.349,29.7281,29.5206,32.0032,28.2513,28.6528,28.7536,28.2813,27.3082,26.8557,26.9792,25.7202,26.0463,23.8485,23.4548,24.6646,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cigarettes","Ages 35-50","30 Day","estimate",17.6626,19.3547,17.6348,16.0217,16.4794,16.1298,15.3847,14.7924,13.4386,13.4302,12.5023,12.0658,11.046,11.878,28.347,25.9385,26.1744,26.9639,22.8407,24.6885,24.1348,24.1350,22.6947,21.9300,22.2637,20.8283,21.7677,18.8694,18.7984,20.1956,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cigarettes","Ages 35-50","Daily","estimate",14.8954,16.5173,14.6614,13.3557,13.4333,13.0645,12.5099,11.6964,11.1356,10.6540,9.9846,10.0711,8.565,9.157,25.364,23.5118,23.1856,23.3677,18.9571,21.7277,21.3693,20.8960,19.3203,18.7904,19.4381,16.9908,18.2788,15.6946,15.7840,16.8783,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cigarettes","Ages 35-50","Half Pack","estimate",11.7966,12.8002,10.9001,10.4469,10.3393,9.5337,9.4801,8.7249,7.8206,7.7871,7.0988,7.6961,5.962,6.531,21.705,19.6853,19.1934,19.3303,15.9962,17.8356,17.9394,16.5037,15.5141,14.4305,15.9262,13.8852,15.1900,12.8169,12.1343,13.4605,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cocaine","Age 35","12 Month","estimate",2.7834,2.5521,3.0967,2.2282,3.2159,3.0766,4.6789,3.3329,4.9824,3.2682,4.7228,4.7090,4.244,4.149,6.665,5.0880,4.3398,5.1567,4.0678,4.3912,5.1109,3.8764,3.2125,4.1284,2.8315,3.2488,2.8505,2.8078,2.5311,3.8903,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cocaine","Age 35","30 Day","estimate",1.1048,0.5302,1.5029,0.6405,1.1801,0.8516,2.4579,0.6486,0.9157,0.6153,1.5851,1.4529,1.569,0.722,2.353,1.5840,1.7579,1.7231,2.0352,1.8375,1.5263,1.1470,1.2486,2.1325,1.6839,1.2390,1.2263,0.8936,0.8984,1.8988,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cocaine","Age 35","Lifetime","estimate",15.3030,15.9057,19.7145,16.7178,18.2649,21.8060,20.9149,21.5603,19.0022,18.8635,20.0903,18.3039,20.597,20.655,37.808,36.2654,36.9350,38.4300,36.2433,35.2569,31.1169,31.8168,28.6271,27.1851,25.0876,23.0690,18.6553,14.4482,19.3734,18.2230,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cocaine","Age 40","12 Month","estimate",2.1889,2.3229,1.1495,1.5964,2.9505,1.9331,1.4811,2.1678,2.0099,3.0296,3.3841,3.2289,2.912,3.981,".",".",".",".",".",4.5149,4.4618,3.4171,2.8066,3.6939,3.6973,4.0167,3.3124,3.0693,3.2547,2.0160,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cocaine","Age 40","30 Day","estimate",1.2647,0.7396,0.4343,0.8409,1.5378,0.9039,0.6754,1.0104,0.7400,0.8980,1.8296,1.5794,1.186,2.330,".",".",".",".",".",2.3653,1.4447,1.3619,1.4921,1.1212,1.8066,1.9066,1.4304,0.9209,0.9123,0.7173,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cocaine","Age 40","Lifetime","estimate",23.9793,18.5261,15.0514,18.4331,20.0058,16.6345,15.4988,18.5751,18.3733,19.4739,22.3861,20.8653,22.354,100.000,".",".",".",".",".",38.3060,37.4038,36.8605,38.3777,37.9298,36.0261,32.3665,32.7368,30.1520,27.3982,26.1472,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cocaine","Age 45","12 Month","estimate",3.8390,2.9202,2.2108,1.5828,2.3741,1.2282,1.9290,1.4269,1.4695,3.0150,2.3122,1.6221,2.113,2.141,".",".",".",".",".",".",".",".",".",".",4.0995,4.5357,2.8912,3.4673,3.6209,2.9838,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cocaine","Age 45","30 Day","estimate",1.6815,0.7311,0.7748,0.6538,0.5904,0.5246,0.6947,0.7384,0.6052,1.0955,0.9606,0.6106,1.070,0.544,".",".",".",".",".",".",".",".",".",".",1.9053,1.6009,0.9611,1.6474,1.6571,0.9969,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cocaine","Age 45","Lifetime","estimate",35.1438,34.4752,32.4039,28.8704,26.9835,25.0242,20.0028,16.7547,19.6653,20.8974,18.1847,17.7492,22.027,100.000,".",".",".",".",".",".",".",".",".",".",40.5790,39.4197,39.3328,40.3294,39.0298,39.2398,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cocaine","Age 50","12 Month","estimate",2.7735,1.8899,1.8140,1.9239,1.6481,2.0092,2.4527,2.3546,1.9695,1.5033,0.6490,1.3097,1.735,1.316,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",2.2257,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cocaine","Age 50","30 Day","estimate",1.1288,0.6785,0.7290,1.1092,0.8056,0.9250,0.9763,1.0976,0.6032,0.7813,0.2441,0.5825,0.863,0.457,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.1791,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cocaine","Age 50","Lifetime","estimate",40.1670,40.2437,43.3575,40.4395,41.1417,37.2927,37.0554,35.9512,30.4688,28.6887,26.7155,23.4770,19.195,100.000,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",41.5554,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cocaine","Age 55","12 Month","estimate",".",".",".",".",1.1271,1.4654,1.0324,1.2480,1.6740,1.8387,1.4273,2.1327,1.158,0.759,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cocaine","Age 55","Lifetime","estimate",".",".",".",".",2.6682,3.2211,2.4570,2.6887,3.1562,2.9879,3.6239,3.8475,2.097,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cocaine","Age 60","12 Month","estimate",".",".",".",".",".",".",".",".",".",1.5392,0.9415,1.1918,0.644,0.921,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cocaine","Age 60","Lifetime","estimate",".",".",".",".",".",".",".",".",".",2.2534,1.5320,2.2208,4.314,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cocaine","Ages 19-20","12 Month","estimate",3.2272,3.5635,4.4552,4.0110,2.8149,6.5325,5.1241,3.7266,3.5776,3.9420,2.8769,4.3274,2.536,1.665,3.238,3.6758,4.0141,3.9906,4.8162,4.8657,5.7599,6.2175,6.1013,6.9510,6.0728,6.1117,5.8481,6.4183,5.8642,5.3941,8.3292,11.9425,14.8716,16.7047,16.8292,16.9003,14.4825,15.2536,17.1579,16.8164,14.5480,10.6938,7.7088,5.6225,4.2474,4.2760
"Cocaine","Ages 19-20","30 Day","estimate",0.9747,0.7245,1.7147,1.6729,1.0286,3.5405,1.3355,1.5358,1.3322,1.6089,0.7775,1.8812,0.695,0.558,0.823,0.9441,1.3919,1.4032,1.8839,2.0870,2.2049,2.2681,2.3689,2.0109,2.2893,2.0640,1.3160,2.2337,1.4225,1.7154,2.7018,5.2211,6.4038,7.0489,8.4332,6.5976,5.8925,7.5201,7.4199,7.7401,5.2510,4.8592,2.6148,1.3102,1.3518,1.1909
"Cocaine","Ages 19-20","Lifetime","estimate",7.0817,6.5835,6.6059,6.5088,5.6358,9.0208,8.0171,5.0601,6.0254,5.3145,5.4307,5.8020,4.460,3.577,7.671,7.6261,6.7686,7.6388,7.9801,8.5605,10.4938,9.9731,11.0226,10.1647,8.9806,10.7747,9.3691,10.8435,9.8596,9.0445,12.8412,16.6476,19.8126,21.8867,22.4074,23.4440,20.9740,21.5389,22.3396,22.1381,20.3663,17.0408,13.8162,11.5249,9.3062,10.4545
"Cocaine","Ages 19-30","12 Month","estimate",5.5821,5.2206,4.9786,4.3754,3.9821,6.0048,5.5349,6.4889,6.4798,6.9563,6.2570,6.6529,5.755,5.542,4.997,4.9596,4.5895,4.5780,4.7204,4.8874,5.1656,5.0188,5.3813,5.8037,6.3214,6.4882,6.4165,6.5284,6.2726,6.3034,8.3292,11.9425,15.8031,18.4859,19.2082,20.6360,19.3361,19.6928,20.9151,20.3444,16.3475,14.2694,11.5392,8.9153,6.8017,6.2877
"Cocaine","Ages 19-30","30 Day","estimate",1.8210,1.7272,1.6849,1.5894,1.4436,2.3426,1.6215,2.4762,2.3684,2.8889,2.1948,1.9223,2.087,1.869,1.561,1.6382,1.6834,1.5121,1.6365,1.6855,1.8693,1.6088,2.0667,2.1668,2.4693,2.0114,2.0539,2.2335,2.1907,2.0270,2.7018,5.2211,6.7583,8.1164,8.7106,9.3421,7.8439,9.0792,9.3066,8.7027,6.3381,5.9307,4.1817,2.5593,2.3352,2.1076
"Cocaine","Ages 19-30","Lifetime","estimate",15.7051,15.5698,14.1508,14.1145,13.6977,14.4047,14.1455,14.3535,14.9392,14.5521,14.4355,15.0272,15.583,14.681,21.218,19.4617,17.5960,16.3282,14.8719,14.6502,14.2974,13.9344,13.8263,14.7138,15.2024,15.8173,15.0993,16.5945,15.9954,16.3042,12.8412,16.6476,20.9282,25.3441,26.8686,29.5363,29.5051,30.7171,32.3378,33.0368,31.0582,29.8870,28.6850,26.4953,25.0746,23.7863
"Cocaine","Ages 21-22","12 Month","estimate",6.7148,5.6266,4.5422,3.7022,5.1079,5.5004,5.5214,8.6496,8.5660,6.8539,7.1422,6.0469,4.182,4.005,4.327,4.3535,4.0800,4.7773,5.3912,6.0364,5.5648,5.9449,7.6208,7.5832,7.6221,8.4236,6.9809,8.3989,7.7749,8.0623,".",".",17.9464,20.5057,20.5477,21.8194,21.5530,20.9451,19.5299,20.6215,16.8648,14.6960,12.8841,9.0017,6.1575,5.0633
"Cocaine","Ages 21-22","30 Day","estimate",1.7269,2.0471,1.5935,1.0371,2.4181,1.4866,1.6916,3.9541,2.0574,2.8120,3.2116,2.3033,1.364,1.124,1.569,1.6187,1.4137,1.5797,2.0259,1.7306,1.8582,1.9859,2.9307,3.2070,2.7589,2.6478,2.4734,2.8056,3.2464,2.4476,".",".",7.5742,9.3274,8.9244,9.7579,8.9998,8.8052,8.4220,8.7660,6.0509,6.2962,4.9081,2.4470,1.3495,1.6708
"Cocaine","Ages 21-22","Lifetime","estimate",13.8223,11.7992,11.0092,8.6801,10.2938,9.1520,9.2165,14.1296,13.4398,10.8132,12.5027,10.6557,8.233,8.217,11.236,11.7199,9.2063,10.6688,10.6185,11.3097,10.9724,12.9024,14.3346,14.6961,15.9197,14.8597,12.5367,14.2020,14.1784,14.1730,".",".",23.4966,29.2700,29.2449,31.1809,30.4323,30.9258,30.2634,31.3211,27.9173,24.4634,23.4472,18.8714,16.9068,13.3563
"Cocaine","Ages 23-24","12 Month","estimate",6.7903,7.1088,6.3633,5.7629,4.3927,5.7765,7.7468,8.2159,7.6185,10.0884,7.4368,7.5808,6.536,7.315,4.567,4.7812,4.5796,5.3174,5.0560,6.0484,6.8800,5.6942,5.6064,5.5821,8.1160,8.7893,6.7684,6.5004,6.4271,5.7912,".",".",".",".",21.3667,23.4427,20.9595,20.9648,24.4254,23.1756,16.7946,15.0309,12.9157,9.9378,7.8270,6.6947
"Cocaine","Ages 23-24","30 Day","estimate",2.4676,2.7070,1.8973,2.0536,1.6023,2.2397,3.0412,2.7227,3.4857,3.6886,3.3186,2.0221,1.344,2.766,1.510,1.5666,1.4699,1.7438,1.9126,1.8906,2.0944,1.9418,2.1364,2.5901,3.0379,2.7418,2.4619,2.3036,1.8279,2.0068,".",".",".",".",8.8297,11.9308,8.2860,9.4913,11.1405,10.0571,6.2310,6.1926,4.2918,3.0676,2.9233,2.0483
"Cocaine","Ages 23-24","Lifetime","estimate",15.7915,17.2839,15.5304,14.8355,11.9348,13.0471,14.5669,13.0252,14.1283,18.6644,16.1359,15.5118,14.491,14.865,17.877,15.8573,13.6737,14.0557,11.5780,13.3696,14.2712,13.6500,12.9017,14.3411,19.4118,19.0395,15.6943,18.4125,14.7433,14.7321,".",".",".",".",31.2165,34.4341,34.8294,34.3172,36.6780,37.2454,31.7712,30.2002,29.1595,25.8147,24.2365,21.6785
"Cocaine","Ages 25-26","12 Month","estimate",5.2360,5.0066,6.3640,4.7317,4.5828,6.9379,6.6974,5.8845,9.3066,8.9470,6.7416,9.9671,8.723,5.465,6.802,4.8247,4.8144,4.2187,4.2847,4.5252,5.1333,5.6383,5.6727,5.6069,5.2774,6.3060,8.3171,7.6111,7.2133,6.4082,".",".",".",".",".",".",22.4808,21.8967,21.9115,20.2398,17.7787,15.2906,10.8409,10.3530,8.0886,6.9059
"Cocaine","Ages 25-26","30 Day","estimate",2.2415,1.6494,1.6810,1.5501,1.2019,2.3149,1.7846,1.8079,3.0840,4.3212,1.6980,2.4866,4.119,1.975,2.078,1.4503,1.6146,1.1289,0.8724,1.5948,2.1206,1.7848,1.7098,1.8902,2.2394,2.4320,2.9080,2.7664,2.9940,2.0983,".",".",".",".",".",".",9.0117,10.6851,10.1517,8.5334,7.4220,6.0840,4.2402,3.3413,3.1680,2.5707
"Cocaine","Ages 25-26","Lifetime","estimate",17.6104,16.5426,18.5035,18.1089,17.0262,16.9882,14.9421,13.9195,17.9727,17.4248,15.6585,22.1264,20.300,16.792,25.859,22.0591,18.9457,16.4109,15.0082,15.4178,13.5054,14.5720,14.3313,15.5876,15.4212,16.3707,18.8065,20.8351,17.6055,19.3083,".",".",".",".",".",".",35.8780,36.7920,37.2823,36.2038,36.4533,36.2161,32.7306,30.7650,29.9512,26.7719
"Cocaine","Ages 27-28","12 Month","estimate",5.1758,5.4125,3.9295,4.4717,3.4383,6.2789,5.2105,6.4260,4.7870,5.5245,7.0762,6.3522,6.289,7.199,6.231,5.5785,5.3370,4.7210,4.0933,4.0171,3.8722,3.8367,4.9573,4.3438,5.8692,5.3604,5.9612,5.3640,6.1389,6.5261,".",".",".",".",".",".",".",".",22.4191,20.7705,15.9712,14.8996,12.8006,10.2557,7.2115,7.5695
"Cocaine","Ages 27-28","30 Day","estimate",1.8656,1.2547,1.9618,1.8194,1.5405,2.8774,1.2212,2.8656,1.7597,1.8337,1.9258,1.3720,2.543,2.346,1.619,2.1412,2.0489,1.2177,1.3164,1.4663,1.6450,0.7499,2.2483,1.3894,1.9458,1.0785,1.7008,2.0127,2.4965,1.7498,".",".",".",".",".",".",".",".",9.5596,8.3509,6.9206,5.6715,4.7347,2.8501,2.4730,2.7687
"Cocaine","Ages 27-28","Lifetime","estimate",18.6678,19.9790,15.7065,17.3015,19.5560,20.3802,17.1212,18.2607,16.7196,15.0548,17.8698,17.1774,19.053,20.893,30.859,25.3837,26.1440,21.8113,18.1486,16.3434,16.1832,15.1315,14.8079,16.1844,15.7138,17.7726,17.1581,17.2119,21.7744,20.8082,".",".",".",".",".",".",".",".",38.3013,38.2761,36.1258,35.9063,36.7713,35.8454,32.4303,31.8916
"Cocaine","Ages 29-30","12 Month","estimate",6.1524,4.5127,3.9890,3.4676,3.5234,5.0251,3.0185,5.9116,4.8700,6.1851,6.3175,5.2620,5.217,5.602,4.804,6.4345,4.7033,4.4834,4.7064,3.8830,3.8791,2.9529,2.5149,5.0556,5.1008,4.3961,4.7861,5.0256,4.2871,5.5987,".",".",".",".",".",".",".",".",".",".",15.7118,14.8615,12.2415,8.3566,7.2530,7.0306
"Cocaine","Ages 29-30","30 Day","estimate",1.6635,1.8821,1.2493,1.3700,0.8019,1.6669,0.6969,1.9906,2.3211,2.9180,2.3951,1.5533,1.963,1.797,1.735,2.0879,2.1538,2.0275,1.8323,1.3709,1.3342,0.9795,1.0890,1.9898,2.5661,1.2715,1.5704,1.3458,1.1408,2.1263,".",".",".",".",".",".",".",".",".",".",5.8208,6.4998,4.3421,2.3515,2.7693,2.3079
"Cocaine","Ages 29-30","Lifetime","estimate",21.2243,21.1401,17.6951,19.4826,17.4904,17.1795,20.0810,20.4808,19.8568,18.7743,18.4432,16.5302,22.118,17.603,32.273,33.0570,30.4937,27.1290,25.5652,22.4058,19.7970,16.9438,15.1087,16.6945,14.8917,15.8236,16.6894,18.2796,17.5234,19.8368,".",".",".",".",".",".",".",".",".",".",35.6997,34.8866,35.5955,35.3908,36.9725,37.0482
"Cocaine","Ages 35-50","12 Month","estimate",2.9158,2.4049,2.0535,1.8328,2.2448,1.9381,2.2536,2.0651,2.3555,2.4890,2.3867,2.5570,2.397,2.410,6.665,5.0880,4.3398,5.1567,4.0678,4.4474,4.8098,3.6334,3.0077,3.9122,3.5388,3.9163,3.0127,3.1117,3.1508,2.7895,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cocaine","Ages 35-50","30 Day","estimate",1.3054,0.6702,0.8528,0.8123,1.0142,0.8016,1.1774,0.8791,0.7098,0.8541,1.1261,1.0378,1.163,0.970,2.353,1.5840,1.7579,1.7231,2.0352,2.0770,1.4885,1.2607,1.3715,1.6293,1.7968,1.5897,1.1966,1.1525,1.1634,1.1886,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cocaine","Ages 35-50","Lifetime","estimate",28.1727,27.1310,27.0878,25.8447,21.7222,20.7048,18.0904,18.1759,17.4948,17.0115,17.2901,16.2754,16.468,45.342,37.808,36.2654,36.9350,38.4300,36.2433,36.5845,33.9469,34.3864,33.3460,32.3369,33.5582,31.1327,30.1075,27.4459,28.4441,30.9642,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dissolvable Tobacco","Ages 19-20","12 Month","estimate",".",".",0.3781,0.7003,0.7172,1.8979,0.8289,".",1.3374,1.1250,".",3.1963,".",0.470,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dissolvable Tobacco","Ages 19-30","12 Month","estimate",".",".",0.4645,0.6178,0.2701,0.7464,0.7048,0.4529,0.8131,0.3902,0.4768,1.2607,0.302,0.317,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dissolvable Tobacco","Ages 21-22","12 Month","estimate",".",".",0.7658,0.7592,".",0.2881,2.0051,1.3206,0.6201,0.0692,".",2.6464,1.145,0.572,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dissolvable Tobacco","Ages 23-24","12 Month","estimate",".",".",0.3296,0.7788,0.6806,0.9359,0.0916,0.6355,1.2307,0.3092,".",0.3769,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dissolvable Tobacco","Ages 25-26","12 Month","estimate",".",".",0.3429,0.2691,".",0.2014,0.1766,0.2446,0.3561,".",".",0.3126,0.573,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dissolvable Tobacco","Ages 27-28","12 Month","estimate",".",".",0.2999,0.9751,".",".",0.7081,0.1293,0.3272,0.8445,".",1.1057,".",0.647,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dissolvable Tobacco","Ages 29-30","12 Month","estimate",".",".",0.6716,0.2329,0.2260,1.2926,0.4531,0.3719,1.0489,0.1297,2.5550,0.5243,".",0.339,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Flavored Small Cigars","Ages 19-20","30 Day","estimate",".",".",".",".",".",14.8864,7.1627,3.5556,5.0485,10.5125,6.5694,6.6124,7.949,4.755,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
