drug,time,grade,year,estimate,LBYear1,LBYear2
Beer,12 Month,12th Grade,2001,61.8,,
Beer,12 Month,12th Grade,2002,59.3,,
Beer,12 Month,12th Grade,2003,59.4,,
Beer,12 Month,12th Grade,2004,58.6,,
Beer,12 Month,12th Grade,2005,56,,
Beer,12 Month,12th Grade,2006,55.1,,
Beer,12 Month,12th Grade,2007,55.4,,
Beer,12 Month,12th Grade,2008,54.3,,
Beer,12 Month,12th Grade,2009,55.3,,
Beer,12 Month,12th Grade,2010,52.8,,
Beer,12 Month,12th Grade,2011,51.5,,
Beer,12 Month,12th Grade,2012,52.3,,
Beer,12 Month,12th Grade,2013,50.2,,
Beer,12 Month,12th Grade,2014,48.3,,
Beer,12 Month,12th Grade,2015,43.4,,
Beer,12 Month,12th Grade,2016,41.9,,
Beer,12 Month,12th Grade,2017,43.4,,
Beer,12 Month,12th Grade,2018,42.1,,
Beer,12 Month,12th Grade,2019,41.5,,
Beer,12 Month,12th Grade,2021,32.1,,
Beer,12 Month,12th Grade,2022,33.6,,
Beer,12 Month,12th Grade,2023,31.7,,
Beer,12 Month,12th Grade,2024,23.2,,
Beer,12 Month,8th Grade,1991,35.4,,
Beer,12 Month,8th Grade,1992,36.2,,
Beer,12 Month,8th Grade,1993,33.4,,
Beer,12 Month,8th Grade,1994,34,,
Beer,12 Month,8th Grade,1995,34,,
Beer,12 Month,8th Grade,1996,34.7,,
Beer,12 Month,8th Grade,1997,33.1,,
Beer,12 Month,8th Grade,1998,32,,
Beer,12 Month,8th Grade,1999,32.1,,
Beer,12 Month,8th Grade,2000,31.1,,
Beer,12 Month,8th Grade,2001,28.7,,
Beer,12 Month,8th Grade,2002,25.4,,
Beer,12 Month,8th Grade,2003,23.8,,
Beer,12 Month,8th Grade,2004,29.3,,
Beer,12 Month,8th Grade,2005,25.6,,
Beer,12 Month,8th Grade,2006,26.4,,
Beer,12 Month,8th Grade,2007,25.1,,
Beer,12 Month,8th Grade,2008,25,,
Beer,12 Month,8th Grade,2009,22.3,,
Beer,12 Month,8th Grade,2010,23.6,,
Beer,12 Month,8th Grade,2011,21.8,,
Beer,12 Month,8th Grade,2012,18.1,,
Beer,12 Month,8th Grade,2013,17,,
Beer,12 Month,8th Grade,2014,14.2,,
Beer,12 Month,8th Grade,2015,16.4,,
Beer,12 Month,8th Grade,2016,12.5,,
Beer,12 Month,8th Grade,2017,13.3,,
Beer,12 Month,8th Grade,2018,15.2,,
Beer,12 Month,8th Grade,2019,13.5,,
Beer,12 Month,8th Grade,2020,17.5,,
Beer,12 Month,8th Grade,2021,11.8,,
Beer,12 Month,8th Grade,2022,11,,
Beer,12 Month,8th Grade,2023,9.3,,
Beer,12 Month,8th Grade,2024,4.9,,
Beer,Lifetime,10th Grade,1991,73.9,,
Beer,Lifetime,10th Grade,1992,73.3,,
Beer,Lifetime,10th Grade,1993,63.5,,
Beer,Lifetime,10th Grade,1994,63.1,,
Beer,Lifetime,10th Grade,1995,62.7,,
Beer,Lifetime,10th Grade,1996,64.9,,
Beer,Lifetime,10th Grade,1997,64.4,,
Beer,Lifetime,10th Grade,1998,60.5,,
Beer,Lifetime,10th Grade,1999,61.5,,
Beer,Lifetime,10th Grade,2000,63.2,,
Beer,Lifetime,10th Grade,2001,61,,
Beer,Lifetime,10th Grade,2002,56.3,,
Beer,Lifetime,10th Grade,2003,54.2,,
Beer,Lifetime,10th Grade,2004,56.1,,
Beer,Lifetime,10th Grade,2005,57,,
Beer,Lifetime,10th Grade,2006,56,,
Beer,Lifetime,10th Grade,2007,53.7,,
Beer,Lifetime,10th Grade,2008,51.8,,
Beer,Lifetime,10th Grade,2009,51.2,,
Beer,Lifetime,10th Grade,2010,51.5,,
Beer,Lifetime,10th Grade,2011,49.8,,
Beer,Lifetime,10th Grade,2012,46.9,,
Beer,Lifetime,10th Grade,2013,45.7,,
Beer,Lifetime,10th Grade,2014,43.9,,
Beer,Lifetime,10th Grade,2015,40.8,,
Beer,Lifetime,10th Grade,2016,35.5,,
Beer,Lifetime,10th Grade,2017,37.2,,
Beer,Lifetime,10th Grade,2018,38.2,,
Beer,Lifetime,10th Grade,2019,35.4,,
Beer,Lifetime,10th Grade,2020,37.6,,
Beer,Lifetime,10th Grade,2021,26.5,,
Beer,Lifetime,10th Grade,2022,30.6,,
Beer,Lifetime,10th Grade,2023,27.3,,
Beer,Lifetime,10th Grade,2024,17.7,,
Beer,Lifetime,12th Grade,1976,86.9,,
Beer,Lifetime,12th Grade,1977,88.1,,
Beer,Lifetime,12th Grade,1978,89,,
Beer,Lifetime,12th Grade,1979,88.7,,
Beer,Lifetime,12th Grade,1980,89.3,,
Beer,Lifetime,12th Grade,1981,88.8,,
Beer,Lifetime,12th Grade,1982,88.5,,
Beer,Lifetime,12th Grade,1983,89.1,,
Beer,Lifetime,12th Grade,1984,88.4,,
Beer,Lifetime,12th Grade,1985,88.2,,
Beer,Lifetime,12th Grade,1986,86.6,,
Beer,Lifetime,12th Grade,1987,88.2,,
Beer,Lifetime,12th Grade,1988,86.7,,
Beer,Lifetime,12th Grade,1989,86.8,,
Beer,Lifetime,12th Grade,1990,84.4,,
Beer,Lifetime,12th Grade,1991,81.9,,
Beer,Lifetime,12th Grade,1992,80.8,,
Beer,Lifetime,12th Grade,1993,80.7,,
Beer,Lifetime,12th Grade,1994,76,,
Beer,Lifetime,12th Grade,1995,78.4,,
Beer,Lifetime,12th Grade,1996,77.8,,
Beer,Lifetime,12th Grade,1997,78.7,,
Beer,Lifetime,12th Grade,1998,79.3,,
Beer,Lifetime,12th Grade,1999,74.7,,
Beer,Lifetime,12th Grade,2000,76.9,,
Beer,Lifetime,12th Grade,2001,74.9,,
Beer,Lifetime,12th Grade,2002,73.1,,
Beer,Lifetime,12th Grade,2003,72.9,,
Beer,Lifetime,12th Grade,2004,70.8,,
Beer,Lifetime,12th Grade,2005,68.8,,
Beer,Lifetime,12th Grade,2006,66.9,,
Beer,Lifetime,12th Grade,2007,67.8,,
Beer,Lifetime,12th Grade,2008,66,,
Beer,Lifetime,12th Grade,2009,66.6,,
Beer,Lifetime,12th Grade,2010,64.4,,
Beer,Lifetime,12th Grade,2011,64,,
Beer,Lifetime,12th Grade,2012,63.6,,
Beer,Lifetime,12th Grade,2013,62,,
Beer,Lifetime,12th Grade,2014,60.5,,
Beer,Lifetime,12th Grade,2015,54.4,,
Beer,Lifetime,12th Grade,2016,52.5,,
Beer,Lifetime,12th Grade,2017,55.4,,
Beer,Lifetime,12th Grade,2018,52.6,,
Beer,Lifetime,12th Grade,2019,51.4,,
Beer,Lifetime,12th Grade,2021,46.7,,
Beer,Lifetime,12th Grade,2022,47.8,,
Beer,Lifetime,12th Grade,2023,42.3,,
Beer,Lifetime,12th Grade,2024,31.7,,
Beer,Lifetime,8th Grade,1991,58.7,,
Beer,Lifetime,8th Grade,1992,58.2,,
Beer,Lifetime,8th Grade,1993,47.1,,
Beer,Lifetime,8th Grade,1994,47.5,,
Beer,Lifetime,8th Grade,1995,46.6,,
Beer,Lifetime,8th Grade,1996,47.6,,
Beer,Lifetime,8th Grade,1997,45.5,,
Beer,Lifetime,8th Grade,1998,45.7,,
Beer,Lifetime,8th Grade,1999,43.5,,
Beer,Lifetime,8th Grade,2000,44.1,,
Beer,Lifetime,8th Grade,2001,41.8,,
Beer,Lifetime,8th Grade,2002,37.8,,
Beer,Lifetime,8th Grade,2003,33.5,,
Beer,Lifetime,8th Grade,2004,38.5,,
Beer,Lifetime,8th Grade,2005,35.6,,
Beer,Lifetime,8th Grade,2006,36,,
Beer,Lifetime,8th Grade,2007,34.2,,
Beer,Lifetime,8th Grade,2008,34.3,,
Beer,Lifetime,8th Grade,2009,31,,
Beer,Lifetime,8th Grade,2010,33,,
Beer,Lifetime,8th Grade,2011,29.4,,
Beer,Lifetime,8th Grade,2012,26.4,,
Beer,Lifetime,8th Grade,2013,24.7,,
Beer,Lifetime,8th Grade,2014,21.2,,
Beer,Lifetime,8th Grade,2015,22.2,,
Beer,Lifetime,8th Grade,2016,19.6,,
Beer,Lifetime,8th Grade,2017,19.8,,
Beer,Lifetime,8th Grade,2018,22,,
Beer,Lifetime,8th Grade,2019,19.1,,
Beer,Lifetime,8th Grade,2020,22,,
Beer,Lifetime,8th Grade,2021,17,,
Beer,Lifetime,8th Grade,2022,18.4,,
Beer,Lifetime,8th Grade,2023,14.2,,
Beer,Lifetime,8th Grade,2024,9.7,,
Cigarettes,30 Day,10th Grade,1991,20.8,,
Cigarettes,30 Day,10th Grade,1992,21.5,,
Cigarettes,30 Day,10th Grade,1993,24.7,,
Cigarettes,30 Day,10th Grade,1994,25.4,,
Cigarettes,30 Day,10th Grade,1995,27.9,,
Cigarettes,30 Day,10th Grade,1996,30.4,,
Cigarettes,30 Day,10th Grade,1997,29.8,,
Cigarettes,30 Day,10th Grade,1998,27.6,,
Cigarettes,30 Day,10th Grade,1999,25.7,,
Cigarettes,30 Day,10th Grade,2000,23.9,,
Cigarettes,30 Day,10th Grade,2001,21.3,,
Cigarettes,30 Day,10th Grade,2002,17.7,,
Cigarettes,30 Day,10th Grade,2003,16.7,,
Cigarettes,30 Day,10th Grade,2004,16,,
Cigarettes,30 Day,10th Grade,2005,14.9,,
Cigarettes,30 Day,10th Grade,2006,14.5,,
Cigarettes,30 Day,10th Grade,2007,14,,
Cigarettes,30 Day,10th Grade,2008,12.3,,
Cigarettes,30 Day,10th Grade,2009,13.1,,
Cigarettes,30 Day,10th Grade,2010,13.6,,
Cigarettes,30 Day,10th Grade,2011,11.8,,
Cigarettes,30 Day,10th Grade,2012,10.8,,
Cigarettes,30 Day,10th Grade,2013,9.1,,
Cigarettes,30 Day,10th Grade,2014,7.2,,
Cigarettes,30 Day,10th Grade,2015,6.3,,
Cigarettes,30 Day,10th Grade,2016,4.9,,
Cigarettes,30 Day,10th Grade,2017,5,,
Cigarettes,30 Day,10th Grade,2018,4.2,,
Cigarettes,30 Day,10th Grade,2019,3.4,,
Cigarettes,30 Day,10th Grade,2020,3.2,,
Cigarettes,30 Day,10th Grade,2021,1.8,,
Cigarettes,30 Day,10th Grade,2022,1.7,,
Cigarettes,30 Day,10th Grade,2023,2.3,,
Cigarettes,30 Day,10th Grade,2024,1.5,,
Cigarettes,30 Day,12th Grade,1975,36.7,,
Cigarettes,30 Day,12th Grade,1976,38.8,,
Cigarettes,30 Day,12th Grade,1977,38.4,,
Cigarettes,30 Day,12th Grade,1978,36.7,,
Cigarettes,30 Day,12th Grade,1979,34.4,,
Cigarettes,30 Day,12th Grade,1980,30.5,,
Cigarettes,30 Day,12th Grade,1981,29.4,,
Cigarettes,30 Day,12th Grade,1982,30,,
Cigarettes,30 Day,12th Grade,1983,30.3,,
Cigarettes,30 Day,12th Grade,1984,29.3,,
Cigarettes,30 Day,12th Grade,1985,30.1,,
Cigarettes,30 Day,12th Grade,1986,29.6,,
Cigarettes,30 Day,12th Grade,1987,29.4,,
Cigarettes,30 Day,12th Grade,1988,28.7,,
Cigarettes,30 Day,12th Grade,1989,28.6,,
Cigarettes,30 Day,12th Grade,1990,29.4,,
Cigarettes,30 Day,12th Grade,1991,28.3,,
Cigarettes,30 Day,12th Grade,1992,27.8,,
Cigarettes,30 Day,12th Grade,1993,29.9,,
Cigarettes,30 Day,12th Grade,1994,31.2,,
Cigarettes,30 Day,12th Grade,1995,33.5,,
Cigarettes,30 Day,12th Grade,1996,34,,
Cigarettes,30 Day,12th Grade,1997,36.5,,
Cigarettes,30 Day,12th Grade,1998,35.1,,
Cigarettes,30 Day,12th Grade,1999,34.6,,
Cigarettes,30 Day,12th Grade,2000,31.4,,
Cigarettes,30 Day,12th Grade,2001,29.5,,
Cigarettes,30 Day,12th Grade,2002,26.7,,
Cigarettes,30 Day,12th Grade,2003,24.4,,
Cigarettes,30 Day,12th Grade,2004,25,,
Cigarettes,30 Day,12th Grade,2005,23.2,,
Cigarettes,30 Day,12th Grade,2006,21.6,,
Cigarettes,30 Day,12th Grade,2007,21.6,,
Cigarettes,30 Day,12th Grade,2008,20.4,,
Cigarettes,30 Day,12th Grade,2009,20.1,,
Cigarettes,30 Day,12th Grade,2010,19.2,,
Cigarettes,30 Day,12th Grade,2011,18.7,,
Cigarettes,30 Day,12th Grade,2012,17.1,,
Cigarettes,30 Day,12th Grade,2013,16.3,,
Cigarettes,30 Day,12th Grade,2014,13.6,,
Cigarettes,30 Day,12th Grade,2015,11.4,,
Cigarettes,30 Day,12th Grade,2016,10.5,,
Cigarettes,30 Day,12th Grade,2017,9.7,,
Cigarettes,30 Day,12th Grade,2018,7.6,,
Cigarettes,30 Day,12th Grade,2019,5.7,,
Cigarettes,30 Day,12th Grade,2020,7.5,,
Cigarettes,30 Day,12th Grade,2021,4.1,,
Cigarettes,30 Day,12th Grade,2022,4,,
Cigarettes,30 Day,12th Grade,2023,2.9,,
Cigarettes,30 Day,12th Grade,2024,2.5,,
Cigarettes,30 Day,8th Grade,1991,14.3,,
Cigarettes,30 Day,8th Grade,1992,15.5,,
Cigarettes,30 Day,8th Grade,1993,16.7,,
Cigarettes,30 Day,8th Grade,1994,18.6,,
Cigarettes,30 Day,8th Grade,1995,19.1,,
Cigarettes,30 Day,8th Grade,1996,21,,
Cigarettes,30 Day,8th Grade,1997,19.4,,
Cigarettes,30 Day,8th Grade,1998,19.1,,
Cigarettes,30 Day,8th Grade,1999,17.5,,
Cigarettes,30 Day,8th Grade,2000,14.6,,
Cigarettes,30 Day,8th Grade,2001,12.2,,
Cigarettes,30 Day,8th Grade,2002,10.7,,
Cigarettes,30 Day,8th Grade,2003,10.2,,
Cigarettes,30 Day,8th Grade,2004,9.2,,
Cigarettes,30 Day,8th Grade,2005,9.3,,
Cigarettes,30 Day,8th Grade,2006,8.7,,
Cigarettes,30 Day,8th Grade,2007,7.1,,
Cigarettes,30 Day,8th Grade,2008,6.8,,
Cigarettes,30 Day,8th Grade,2009,6.5,,
Cigarettes,30 Day,8th Grade,2010,7.1,,
Cigarettes,30 Day,8th Grade,2011,6.1,,
Cigarettes,30 Day,8th Grade,2012,4.9,,
Cigarettes,30 Day,8th Grade,2013,4.5,,
Cigarettes,30 Day,8th Grade,2014,4,,
Cigarettes,30 Day,8th Grade,2015,3.6,,
Cigarettes,30 Day,8th Grade,2016,2.6,,
Cigarettes,30 Day,8th Grade,2017,1.9,,
Cigarettes,30 Day,8th Grade,2018,2.2,,
Cigarettes,30 Day,8th Grade,2019,2.3,,
Cigarettes,30 Day,8th Grade,2020,2.2,,
Cigarettes,30 Day,8th Grade,2021,1.1,,
Cigarettes,30 Day,8th Grade,2022,0.8,,
Cigarettes,30 Day,8th Grade,2023,1.1,,
Cigarettes,30 Day,8th Grade,2024,0.6,,
Cigarettes,12 Month,10th Grade,2024,3.8,,
Cigarettes,12 Month,12th Grade,2024,7.1,,
Cigarettes,12 Month,8th Grade,2024,1.9,,
Cigarettes,Daily,10th Grade,1991,12.6,,
Cigarettes,Daily,10th Grade,1992,12.3,,
Cigarettes,Daily,10th Grade,1993,14.2,,
Cigarettes,Daily,10th Grade,1994,14.6,,
Cigarettes,Daily,10th Grade,1995,16.3,,
Cigarettes,Daily,10th Grade,1996,18.3,,
Cigarettes,Daily,10th Grade,1997,18,,
Cigarettes,Daily,10th Grade,1998,15.8,,
Cigarettes,Daily,10th Grade,1999,15.9,,
Cigarettes,Daily,10th Grade,2000,14,,
Cigarettes,Daily,10th Grade,2001,12.2,,
Cigarettes,Daily,10th Grade,2002,10.1,,
Cigarettes,Daily,10th Grade,2003,8.9,,
Cigarettes,Daily,10th Grade,2004,8.3,,
Cigarettes,Daily,10th Grade,2005,7.5,,
Cigarettes,Daily,10th Grade,2006,7.6,,
Cigarettes,Daily,10th Grade,2007,7.2,,
Cigarettes,Daily,10th Grade,2008,5.9,,
Cigarettes,Daily,10th Grade,2009,6.3,,
Cigarettes,Daily,10th Grade,2010,6.6,,
Cigarettes,Daily,10th Grade,2011,5.5,,
Cigarettes,Daily,10th Grade,2012,5,,
Cigarettes,Daily,10th Grade,2013,4.4,,
Cigarettes,Daily,10th Grade,2014,3.2,,
Cigarettes,Daily,10th Grade,2015,3,,
Cigarettes,Daily,10th Grade,2016,1.9,,
Cigarettes,Daily,10th Grade,2017,2.2,,
Cigarettes,Daily,10th Grade,2018,1.8,,
Cigarettes,Daily,10th Grade,2019,1.3,,
Cigarettes,Daily,10th Grade,2020,1.2,,
Cigarettes,Daily,10th Grade,2021,0.8,,
Cigarettes,Daily,10th Grade,2022,0.7,,
Cigarettes,Daily,10th Grade,2023,1,,
Cigarettes,Daily,10th Grade,2024,0.5,,
Cigarettes,Daily,12th Grade,1975,26.9,,
Cigarettes,Daily,12th Grade,1976,28.8,,
Cigarettes,Daily,12th Grade,1977,28.8,,
Cigarettes,Daily,12th Grade,1978,27.5,,
Cigarettes,Daily,12th Grade,1979,25.4,,
Cigarettes,Daily,12th Grade,1980,21.3,,
Cigarettes,Daily,12th Grade,1981,20.3,,
Cigarettes,Daily,12th Grade,1982,21.1,,
Cigarettes,Daily,12th Grade,1983,21.2,,
Cigarettes,Daily,12th Grade,1984,18.7,,
Cigarettes,Daily,12th Grade,1985,19.5,,
Cigarettes,Daily,12th Grade,1986,18.7,,
Cigarettes,Daily,12th Grade,1987,18.7,,
Cigarettes,Daily,12th Grade,1988,18.1,,
Cigarettes,Daily,12th Grade,1989,18.9,,
Cigarettes,Daily,12th Grade,1990,19.1,,
Cigarettes,Daily,12th Grade,1991,18.5,,
Cigarettes,Daily,12th Grade,1992,17.2,,
Cigarettes,Daily,12th Grade,1993,19,,
Cigarettes,Daily,12th Grade,1994,19.4,,
Cigarettes,Daily,12th Grade,1995,21.6,,
Cigarettes,Daily,12th Grade,1996,22.2,,
Cigarettes,Daily,12th Grade,1997,24.6,,
Cigarettes,Daily,12th Grade,1998,22.4,,
Cigarettes,Daily,12th Grade,1999,23.1,,
Cigarettes,Daily,12th Grade,2000,20.6,,
Cigarettes,Daily,12th Grade,2001,19,,
Cigarettes,Daily,12th Grade,2002,16.9,,
Cigarettes,Daily,12th Grade,2003,15.8,,
Cigarettes,Daily,12th Grade,2004,15.6,,
Cigarettes,Daily,12th Grade,2005,13.6,,
Cigarettes,Daily,12th Grade,2006,12.2,,
Cigarettes,Daily,12th Grade,2007,12.3,,
Cigarettes,Daily,12th Grade,2008,11.4,,
Cigarettes,Daily,12th Grade,2009,11.2,,
Cigarettes,Daily,12th Grade,2010,10.7,,
Cigarettes,Daily,12th Grade,2011,10.3,,
Cigarettes,Daily,12th Grade,2012,9.3,,
Cigarettes,Daily,12th Grade,2013,8.5,,
Cigarettes,Daily,12th Grade,2014,6.7,,
Cigarettes,Daily,12th Grade,2015,5.5,,
Cigarettes,Daily,12th Grade,2016,4.8,,
Cigarettes,Daily,12th Grade,2017,4.2,,
Cigarettes,Daily,12th Grade,2018,3.6,,
Cigarettes,Daily,12th Grade,2019,2.4,,
Cigarettes,Daily,12th Grade,2020,3.1,,
Cigarettes,Daily,12th Grade,2021,2,,
Cigarettes,Daily,12th Grade,2022,1.6,,
Cigarettes,Daily,12th Grade,2023,0.7,,
Cigarettes,Daily,12th Grade,2024,0.4,,
Cigarettes,Daily,8th Grade,1991,7.2,,
Cigarettes,Daily,8th Grade,1992,7,,
Cigarettes,Daily,8th Grade,1993,8.3,,
Cigarettes,Daily,8th Grade,1994,8.8,,
Cigarettes,Daily,8th Grade,1995,9.3,,
Cigarettes,Daily,8th Grade,1996,10.4,,
Cigarettes,Daily,8th Grade,1997,9,,
Cigarettes,Daily,8th Grade,1998,8.8,,
Cigarettes,Daily,8th Grade,1999,8.1,,
Cigarettes,Daily,8th Grade,2000,7.4,,
Cigarettes,Daily,8th Grade,2001,5.5,,
Cigarettes,Daily,8th Grade,2002,5.1,,
Cigarettes,Daily,8th Grade,2003,4.5,,
Cigarettes,Daily,8th Grade,2004,4.4,,
Cigarettes,Daily,8th Grade,2005,4,,
Cigarettes,Daily,8th Grade,2006,4,,
Cigarettes,Daily,8th Grade,2007,3,,
Cigarettes,Daily,8th Grade,2008,3.1,,
Cigarettes,Daily,8th Grade,2009,2.7,,
Cigarettes,Daily,8th Grade,2010,2.9,,
Cigarettes,Daily,8th Grade,2011,2.4,,
Cigarettes,Daily,8th Grade,2012,1.9,,
Cigarettes,Daily,8th Grade,2013,1.8,,
Cigarettes,Daily,8th Grade,2014,1.4,,
Cigarettes,Daily,8th Grade,2015,1.3,,
Cigarettes,Daily,8th Grade,2016,0.9,,
Cigarettes,Daily,8th Grade,2017,0.6,,
Cigarettes,Daily,8th Grade,2018,0.8,,
Cigarettes,Daily,8th Grade,2019,0.8,,
Cigarettes,Daily,8th Grade,2020,0.8,,
Cigarettes,Daily,8th Grade,2021,0.4,,
Cigarettes,Daily,8th Grade,2022,0.3,,
Cigarettes,Daily,8th Grade,2023,0.4,,
Cigarettes,Daily,8th Grade,2024,0.2,,
Cigarettes,Half-Pack+/day,10th Grade,1991,6.5,,
Cigarettes,Half-Pack+/day,10th Grade,1992,6,,
Cigarettes,Half-Pack+/day,10th Grade,1993,7,,
Cigarettes,Half-Pack+/day,10th Grade,1994,7.6,,
Cigarettes,Half-Pack+/day,10th Grade,1995,8.3,,
Cigarettes,Half-Pack+/day,10th Grade,1996,9.4,,
Cigarettes,Half-Pack+/day,10th Grade,1997,8.6,,
Cigarettes,Half-Pack+/day,10th Grade,1998,7.9,,
Cigarettes,Half-Pack+/day,10th Grade,1999,7.6,,
Cigarettes,Half-Pack+/day,10th Grade,2000,6.2,,
Cigarettes,Half-Pack+/day,10th Grade,2001,5.5,,
Cigarettes,Half-Pack+/day,10th Grade,2002,4.4,,
Cigarettes,Half-Pack+/day,10th Grade,2003,4.1,,
Cigarettes,Half-Pack+/day,10th Grade,2004,3.3,,
Cigarettes,Half-Pack+/day,10th Grade,2005,3.1,,
Cigarettes,Half-Pack+/day,10th Grade,2006,3.3,,
Cigarettes,Half-Pack+/day,10th Grade,2007,2.7,,
Cigarettes,Half-Pack+/day,10th Grade,2008,2,,
Cigarettes,Half-Pack+/day,10th Grade,2009,2.4,,
Cigarettes,Half-Pack+/day,10th Grade,2010,2.4,,
Cigarettes,Half-Pack+/day,10th Grade,2011,1.9,,
Cigarettes,Half-Pack+/day,10th Grade,2012,1.5,,
Cigarettes,Half-Pack+/day,10th Grade,2013,1.5,,
Cigarettes,Half-Pack+/day,10th Grade,2014,1.2,,
Cigarettes,Half-Pack+/day,10th Grade,2015,1,,
Cigarettes,Half-Pack+/day,10th Grade,2016,0.6,,
Cigarettes,Half-Pack+/day,10th Grade,2017,0.7,,
Cigarettes,Half-Pack+/day,10th Grade,2018,0.7,,
Cigarettes,Half-Pack+/day,10th Grade,2019,0.5,,
Cigarettes,Half-Pack+/day,10th Grade,2020,0.6,,
Cigarettes,Half-Pack+/day,10th Grade,2021,0.3,,
Cigarettes,Half-Pack+/day,10th Grade,2022,0.3,,
Cigarettes,Half-Pack+/day,10th Grade,2023,0.6,,
Cigarettes,Half-Pack+/day,10th Grade,2024,0.3,,
Cigarettes,Half-Pack+/day,12th Grade,1975,17.9,,
Cigarettes,Half-Pack+/day,12th Grade,1976,19.2,,
Cigarettes,Half-Pack+/day,12th Grade,1977,19.4,,
Cigarettes,Half-Pack+/day,12th Grade,1978,18.8,,
Cigarettes,Half-Pack+/day,12th Grade,1979,16.5,,
Cigarettes,Half-Pack+/day,12th Grade,1980,14.3,,
Cigarettes,Half-Pack+/day,12th Grade,1981,13.5,,
Cigarettes,Half-Pack+/day,12th Grade,1982,14.2,,
Cigarettes,Half-Pack+/day,12th Grade,1983,13.8,,
Cigarettes,Half-Pack+/day,12th Grade,1984,12.3,,
Cigarettes,Half-Pack+/day,12th Grade,1985,12.5,,
Cigarettes,Half-Pack+/day,12th Grade,1986,11.4,,
Cigarettes,Half-Pack+/day,12th Grade,1987,11.4,,
Cigarettes,Half-Pack+/day,12th Grade,1988,10.6,,
Cigarettes,Half-Pack+/day,12th Grade,1989,11.2,,
Cigarettes,Half-Pack+/day,12th Grade,1990,11.3,,
Cigarettes,Half-Pack+/day,12th Grade,1991,10.7,,
Cigarettes,Half-Pack+/day,12th Grade,1992,10,,
Cigarettes,Half-Pack+/day,12th Grade,1993,10.9,,
Cigarettes,Half-Pack+/day,12th Grade,1994,11.2,,
Cigarettes,Half-Pack+/day,12th Grade,1995,12.4,,
Cigarettes,Half-Pack+/day,12th Grade,1996,13,,
Cigarettes,Half-Pack+/day,12th Grade,1997,14.3,,
Cigarettes,Half-Pack+/day,12th Grade,1998,12.6,,
Cigarettes,Half-Pack+/day,12th Grade,1999,13.2,,
Cigarettes,Half-Pack+/day,12th Grade,2000,11.3,,
Cigarettes,Half-Pack+/day,12th Grade,2001,10.3,,
Cigarettes,Half-Pack+/day,12th Grade,2002,9.1,,
Cigarettes,Half-Pack+/day,12th Grade,2003,8.4,,
Cigarettes,Half-Pack+/day,12th Grade,2004,8,,
Cigarettes,Half-Pack+/day,12th Grade,2005,6.9,,
Cigarettes,Half-Pack+/day,12th Grade,2006,5.9,,
Cigarettes,Half-Pack+/day,12th Grade,2007,5.7,,
Cigarettes,Half-Pack+/day,12th Grade,2008,5.4,,
Cigarettes,Half-Pack+/day,12th Grade,2009,5,,
Cigarettes,Half-Pack+/day,12th Grade,2010,4.7,,
Cigarettes,Half-Pack+/day,12th Grade,2011,4.3,,
Cigarettes,Half-Pack+/day,12th Grade,2012,4,,
Cigarettes,Half-Pack+/day,12th Grade,2013,3.4,,
Cigarettes,Half-Pack+/day,12th Grade,2014,2.6,,
Cigarettes,Half-Pack+/day,12th Grade,2015,2.1,,
Cigarettes,Half-Pack+/day,12th Grade,2016,1.8,,
Cigarettes,Half-Pack+/day,12th Grade,2017,1.7,,
Cigarettes,Half-Pack+/day,12th Grade,2018,1.5,,
Cigarettes,Half-Pack+/day,12th Grade,2019,0.9,,
Cigarettes,Half-Pack+/day,12th Grade,2020,1.4,,
Cigarettes,Half-Pack+/day,12th Grade,2021,0.8,,
Cigarettes,Half-Pack+/day,12th Grade,2022,0.9,,
Cigarettes,Half-Pack+/day,12th Grade,2023,0.5,,
Cigarettes,Half-Pack+/day,12th Grade,2024,0.2,,
Cigarettes,Half-Pack+/day,8th Grade,1991,3.1,,
Cigarettes,Half-Pack+/day,8th Grade,1992,2.9,,
Cigarettes,Half-Pack+/day,8th Grade,1993,3.5,,
Cigarettes,Half-Pack+/day,8th Grade,1994,3.6,,
Cigarettes,Half-Pack+/day,8th Grade,1995,3.4,,
Cigarettes,Half-Pack+/day,8th Grade,1996,4.3,,
Cigarettes,Half-Pack+/day,8th Grade,1997,3.5,,
Cigarettes,Half-Pack+/day,8th Grade,1998,3.6,,
Cigarettes,Half-Pack+/day,8th Grade,1999,3.3,,
Cigarettes,Half-Pack+/day,8th Grade,2000,2.8,,
Cigarettes,Half-Pack+/day,8th Grade,2001,2.3,,
Cigarettes,Half-Pack+/day,8th Grade,2002,2.1,,
Cigarettes,Half-Pack+/day,8th Grade,2003,1.8,,
Cigarettes,Half-Pack+/day,8th Grade,2004,1.7,,
Cigarettes,Half-Pack+/day,8th Grade,2005,1.7,,
Cigarettes,Half-Pack+/day,8th Grade,2006,1.5,,
Cigarettes,Half-Pack+/day,8th Grade,2007,1.1,,
Cigarettes,Half-Pack+/day,8th Grade,2008,1.2,,
Cigarettes,Half-Pack+/day,8th Grade,2009,1,,
Cigarettes,Half-Pack+/day,8th Grade,2010,0.9,,
Cigarettes,Half-Pack+/day,8th Grade,2011,0.7,,
Cigarettes,Half-Pack+/day,8th Grade,2012,0.6,,
Cigarettes,Half-Pack+/day,8th Grade,2013,0.7,,
Cigarettes,Half-Pack+/day,8th Grade,2014,0.5,,
