grade,time,drug,year,attitude,estimate,LBYear1
12th Grade,Once or Twice,LSD,2011,Disapproval,86.270921058,2019
12th Grade,Once or Twice,LSD,2012,Disapproval,87.1645802,2019
12th Grade,Once or Twice,LSD,2013,Disapproval,86.61660511,2019
12th Grade,Once or Twice,LSD,2014,Disapproval,85.034713043,2019
12th Grade,Once or Twice,LSD,2015,Disapproval,81.734986929,2019
12th Grade,Once or Twice,LSD,2016,Disapproval,82.425123157,2019
12th Grade,Once or Twice,LSD,2017,Disapproval,78.030472423,2019
12th Grade,Once or Twice,LSD,2018,Disapproval,80.481365861,2019
12th Grade,Once or Twice,LSD,2019,Disapproval,76.066444295,2019
12th Grade,Once or Twice,LSD,2021,Disapproval,68.729837056,2019
12th Grade,Once or Twice,LSD,2022,Disapproval,72.770704881,2019
8th Grade,Regularly,LSD,1993,Disapproval,79.840940518,2019
8th Grade,Regularly,LSD,1994,Disapproval,78.414190588,2019
8th Grade,Regularly,LSD,1995,Disapproval,75.793566987,2019
8th Grade,Regularly,LSD,1996,Disapproval,75.295106092,2019
8th Grade,Regularly,LSD,1997,Disapproval,76.254548081,2019
8th Grade,Regularly,LSD,1998,Disapproval,72.530835028,2019
8th Grade,Regularly,LSD,1999,Disapproval,72.474983059,2019
8th Grade,Regularly,LSD,2000,Disapproval,69.31368008,2019
8th Grade,Regularly,LSD,2001,Disapproval,66.985452536,2019
8th Grade,Regularly,LSD,2002,Disapproval,65.458026979,2019
8th Grade,Regularly,LSD,2003,Disapproval,63.508207373,2019
8th Grade,Regularly,LSD,2004,Disapproval,60.531198514,2019
8th Grade,Regularly,LSD,2005,Disapproval,60.733857471,2019
8th Grade,Regularly,LSD,2006,Disapproval,55.839479152,2019
8th Grade,Regularly,LSD,2007,Disapproval,55.641698591,2019
8th Grade,Regularly,LSD,2008,Disapproval,54.691699382,2019
8th Grade,Regularly,LSD,2009,Disapproval,55.697327236,2019
8th Grade,Regularly,LSD,2010,Disapproval,55.83266841,2019
8th Grade,Regularly,LSD,2011,Disapproval,57.620164351,2019
8th Grade,Regularly,LSD,2012,Disapproval,54.129476666,2019
8th Grade,Regularly,LSD,2013,Disapproval,53.568251649,2019
8th Grade,Regularly,LSD,2014,Disapproval,54.817175999,2019
8th Grade,Regularly,LSD,2015,Disapproval,58.088548923,2019
8th Grade,Regularly,LSD,2016,Disapproval,57.551053033,2019
8th Grade,Regularly,LSD,2017,Disapproval,58.176687662,2019
8th Grade,Regularly,LSD,2018,Disapproval,59.38310152,2019
8th Grade,Regularly,LSD,2019,Disapproval,60.367173475,2019
8th Grade,Regularly,LSD,2021,Disapproval,58.939567748,2019
8th Grade,Regularly,LSD,2022,Disapproval,56.845117957,2019
10th Grade,Regularly,LSD,1993,Disapproval,86.774427817,2019
10th Grade,Regularly,LSD,1994,Disapproval,85.555417732,2019
10th Grade,Regularly,LSD,1995,Disapproval,84.778829429,2019
10th Grade,Regularly,LSD,1996,Disapproval,84.474821484,2019
10th Grade,Regularly,LSD,1997,Disapproval,83.37516335,2019
10th Grade,Regularly,LSD,1998,Disapproval,82.942518374,2019
10th Grade,Regularly,LSD,1999,Disapproval,84.335857089,2019
10th Grade,Regularly,LSD,2000,Disapproval,82.090003408,2019
10th Grade,Regularly,LSD,2001,Disapproval,80.833124474,2019
10th Grade,Regularly,LSD,2002,Disapproval,79.430848974,2019
10th Grade,Regularly,LSD,2003,Disapproval,77.560913434,2019
10th Grade,Regularly,LSD,2004,Disapproval,75.876753064,2019
10th Grade,Regularly,LSD,2005,Disapproval,75.036549516,2019
10th Grade,Regularly,LSD,2006,Disapproval,74.903998543,2019
10th Grade,Regularly,LSD,2007,Disapproval,71.475929598,2019
10th Grade,Regularly,LSD,2008,Disapproval,69.823197019,2019
10th Grade,Regularly,LSD,2009,Disapproval,72.198966165,2019
10th Grade,Regularly,LSD,2010,Disapproval,72.881963574,2019
10th Grade,Regularly,LSD,2011,Disapproval,72.538396275,2019
10th Grade,Regularly,LSD,2012,Disapproval,72.958720699,2019
10th Grade,Regularly,LSD,2013,Disapproval,74.152058055,2019
10th Grade,Regularly,LSD,2014,Disapproval,73.342363855,2019
10th Grade,Regularly,LSD,2015,Disapproval,76.543869499,2019
10th Grade,Regularly,LSD,2016,Disapproval,74.883838494,2019
10th Grade,Regularly,LSD,2017,Disapproval,74.518382207,2019
10th Grade,Regularly,LSD,2018,Disapproval,76.509161706,2019
10th Grade,Regularly,LSD,2019,Disapproval,75.663356861,2019
10th Grade,Regularly,LSD,2021,Disapproval,75.336160291,2019
10th Grade,Regularly,LSD,2022,Disapproval,71.130743307,2019
12th Grade,Regularly,LSD,1976,Disapproval,95.339830671,2019
12th Grade,Regularly,LSD,1977,Disapproval,95.867652972,2019
12th Grade,Regularly,LSD,1978,Disapproval,96.372747738,2019
12th Grade,Regularly,LSD,1979,Disapproval,96.894663774,2019
12th Grade,Regularly,LSD,1980,Disapproval,96.746973054,2019
12th Grade,Regularly,LSD,1981,Disapproval,96.814311496,2019
12th Grade,Regularly,LSD,1982,Disapproval,96.703225677,2019
12th Grade,Regularly,LSD,1983,Disapproval,96.961678156,2019
12th Grade,Regularly,LSD,1984,Disapproval,96.843261422,2019
12th Grade,Regularly,LSD,1985,Disapproval,96.957080439,2019
12th Grade,Regularly,LSD,1986,Disapproval,96.603848289,2019
12th Grade,Regularly,LSD,1987,Disapproval,97.758376051,2019
12th Grade,Regularly,LSD,1988,Disapproval,96.412725087,2019
12th Grade,Regularly,LSD,1989,Disapproval,96.44200614,2019
12th Grade,Regularly,LSD,1990,Disapproval,96.327994998,2019
12th Grade,Regularly,LSD,1991,Disapproval,96.383763313,2019
12th Grade,Regularly,LSD,1992,Disapproval,95.463190617,2019
12th Grade,Regularly,LSD,1993,Disapproval,95.797295446,2019
12th Grade,Regularly,LSD,1994,Disapproval,94.280294086,2019
12th Grade,Regularly,LSD,1995,Disapproval,92.5100107,2019
12th Grade,Regularly,LSD,1996,Disapproval,93.161416025,2019
12th Grade,Regularly,LSD,1997,Disapproval,92.9406906,2019
12th Grade,Regularly,LSD,1998,Disapproval,93.542758064,2019
12th Grade,Regularly,LSD,1999,Disapproval,94.31073858,2019
12th Grade,Regularly,LSD,2000,Disapproval,94.230455018,2019
12th Grade,Regularly,LSD,2001,Disapproval,93.999261452,2019
12th Grade,Regularly,LSD,2002,Disapproval,94.043022044,2019
12th Grade,Regularly,LSD,2003,Disapproval,94.361884554,2019
12th Grade,Regularly,LSD,2004,Disapproval,94.562432469,2019
12th Grade,Regularly,LSD,2005,Disapproval,95.599000255,2019
12th Grade,Regularly,LSD,2006,Disapproval,95.902152175,2019
12th Grade,Regularly,LSD,2007,Disapproval,94.943260838,2019
12th Grade,Regularly,LSD,2008,Disapproval,93.48382697,2019
12th Grade,Regularly,LSD,2009,Disapproval,95.256153774,2019
12th Grade,Regularly,LSD,2010,Disapproval,94.302881383,2019
12th Grade,Regularly,LSD,2011,Disapproval,94.882408709,2019
12th Grade,Regularly,LSD,2012,Disapproval,95.228533501,2019
12th Grade,Regularly,LSD,2013,Disapproval,95.299979496,2019
12th Grade,Regularly,LSD,2014,Disapproval,94.725532108,2019
12th Grade,Regularly,LSD,2015,Disapproval,92.548431135,2019
12th Grade,Regularly,LSD,2016,Disapproval,92.361532088,2019
12th Grade,Regularly,LSD,2017,Disapproval,92.661832784,2019
12th Grade,Regularly,LSD,2018,Disapproval,93.364628978,2019
12th Grade,Regularly,LSD,2019,Disapproval,93.800354613,2019
12th Grade,Regularly,LSD,2021,Disapproval,90.348670274,2019
12th Grade,Regularly,LSD,2022,Disapproval,89.758822884,2019
8th Grade,Once or Twice,Marijuana,1991,Disapproval,84.614211909,2019
8th Grade,Once or Twice,Marijuana,1992,Disapproval,82.111414735,2019
8th Grade,Once or Twice,Marijuana,1993,Disapproval,79.192289517,2019
8th Grade,Once or Twice,Marijuana,1994,Disapproval,72.891146073,2019
8th Grade,Once or Twice,Marijuana,1995,Disapproval,70.700195501,2019
8th Grade,Once or Twice,Marijuana,1996,Disapproval,67.466661407,2019
8th Grade,Once or Twice,Marijuana,1997,Disapproval,67.567852682,2019
8th Grade,Once or Twice,Marijuana,1998,Disapproval,68.954574555,2019
8th Grade,Once or Twice,Marijuana,1999,Disapproval,70.729476884,2019
8th Grade,Once or Twice,Marijuana,2000,Disapproval,72.478427018,2019
8th Grade,Once or Twice,Marijuana,2001,Disapproval,72.444463196,2019
8th Grade,Once or Twice,Marijuana,2002,Disapproval,73.286806571,2019
8th Grade,Once or Twice,Marijuana,2003,Disapproval,73.79181435,2019
8th Grade,Once or Twice,Marijuana,2004,Disapproval,75.895725201,2019
8th Grade,Once or Twice,Marijuana,2005,Disapproval,75.275611703,2019
8th Grade,Once or Twice,Marijuana,2006,Disapproval,75.958756859,2019
8th Grade,Once or Twice,Marijuana,2007,Disapproval,78.729053021,2019
8th Grade,Once or Twice,Marijuana,2008,Disapproval,76.578640876,2019
8th Grade,Once or Twice,Marijuana,2009,Disapproval,75.323655756,2019
8th Grade,Once or Twice,Marijuana,2010,Disapproval,73.539684741,2019
8th Grade,Once or Twice,Marijuana,2011,Disapproval,74.434983738,2019
8th Grade,Once or Twice,Marijuana,2012,Disapproval,75.094127377,2019
8th Grade,Once or Twice,Marijuana,2013,Disapproval,71.964247172,2019
8th Grade,Once or Twice,Marijuana,2014,Disapproval,70.482569752,2019
8th Grade,Once or Twice,Marijuana,2015,Disapproval,70.250582285,2019
8th Grade,Once or Twice,Marijuana,2016,Disapproval,70.093774458,2019
8th Grade,Once or Twice,Marijuana,2017,Disapproval,67.282415563,2019
8th Grade,Once or Twice,Marijuana,2018,Disapproval,64.505688744,2019
8th Grade,Once or Twice,Marijuana,2019,Disapproval,62.288112151,2019
8th Grade,Once or Twice,Marijuana,2020,Disapproval,62.681557797,2019
8th Grade,Once or Twice,Marijuana,2021,Disapproval,60.250019871,2019
8th Grade,Once or Twice,Marijuana,2022,Disapproval,62.191951892,2019
10th Grade,Once or Twice,Marijuana,1991,Disapproval,74.616329115,2019
10th Grade,Once or Twice,Marijuana,1992,Disapproval,74.775833223,2019
10th Grade,Once or Twice,Marijuana,1993,Disapproval,70.267183727,2019
10th Grade,Once or Twice,Marijuana,1994,Disapproval,62.37034075,2019
10th Grade,Once or Twice,Marijuana,1995,Disapproval,59.83304061,2019
10th Grade,Once or Twice,Marijuana,1996,Disapproval,55.517681487,2019
10th Grade,Once or Twice,Marijuana,1997,Disapproval,54.143886172,2019
10th Grade,Once or Twice,Marijuana,1998,Disapproval,55.968463845,2019
10th Grade,Once or Twice,Marijuana,1999,Disapproval,56.185253217,2019
10th Grade,Once or Twice,Marijuana,2000,Disapproval,54.90821558,2019
10th Grade,Once or Twice,Marijuana,2001,Disapproval,54.820596016,2019
10th Grade,Once or Twice,Marijuana,2002,Disapproval,57.795649373,2019
10th Grade,Once or Twice,Marijuana,2003,Disapproval,58.130329021,2019
10th Grade,Once or Twice,Marijuana,2004,Disapproval,60.353918916,2019
10th Grade,Once or Twice,Marijuana,2005,Disapproval,61.332549308,2019
10th Grade,Once or Twice,Marijuana,2006,Disapproval,62.526940933,2019
10th Grade,Once or Twice,Marijuana,2007,Disapproval,63.860576713,2019
10th Grade,Once or Twice,Marijuana,2008,Disapproval,64.47270405,2019
10th Grade,Once or Twice,Marijuana,2009,Disapproval,60.050847366,2019
10th Grade,Once or Twice,Marijuana,2010,Disapproval,59.178709285,2019
10th Grade,Once or Twice,Marijuana,2011,Disapproval,58.451329747,2019
10th Grade,Once or Twice,Marijuana,2012,Disapproval,56.200772197,2019
10th Grade,Once or Twice,Marijuana,2013,Disapproval,53.223017939,2019
10th Grade,Once or Twice,Marijuana,2014,Disapproval,53.829741252,2019
10th Grade,Once or Twice,Marijuana,2015,Disapproval,52.656531851,2019
10th Grade,Once or Twice,Marijuana,2016,Disapproval,52.629199604,2019
10th Grade,Once or Twice,Marijuana,2017,Disapproval,48.051308102,2019
10th Grade,Once or Twice,Marijuana,2018,Disapproval,47.872112396,2019
10th Grade,Once or Twice,Marijuana,2019,Disapproval,46.020144977,2019
10th Grade,Once or Twice,Marijuana,2020,Disapproval,44.311375073,2019
10th Grade,Once or Twice,Marijuana,2021,Disapproval,47.813493466,2019
10th Grade,Once or Twice,Marijuana,2022,Disapproval,48.112574952,2019
12th Grade,Once or Twice,Marijuana,1976,Disapproval,38.395876358,2019
12th Grade,Once or Twice,Marijuana,1977,Disapproval,33.397796429,2019
12th Grade,Once or Twice,Marijuana,1978,Disapproval,33.380939349,2019
12th Grade,Once or Twice,Marijuana,1979,Disapproval,34.204011665,2019
12th Grade,Once or Twice,Marijuana,1980,Disapproval,39.000573208,2019
12th Grade,Once or Twice,Marijuana,1981,Disapproval,40.017391282,2019
12th Grade,Once or Twice,Marijuana,1982,Disapproval,45.515175541,2019
12th Grade,Once or Twice,Marijuana,1983,Disapproval,46.264392603,2019
12th Grade,Once or Twice,Marijuana,1984,Disapproval,49.291276906,2019
12th Grade,Once or Twice,Marijuana,1985,Disapproval,51.399997244,2019
12th Grade,Once or Twice,Marijuana,1986,Disapproval,54.647667247,2019
12th Grade,Once or Twice,Marijuana,1987,Disapproval,56.577068018,2019
12th Grade,Once or Twice,Marijuana,1988,Disapproval,60.789126429,2019
12th Grade,Once or Twice,Marijuana,1989,Disapproval,64.616158151,2019
12th Grade,Once or Twice,Marijuana,1990,Disapproval,67.828535517,2019
12th Grade,Once or Twice,Marijuana,1991,Disapproval,68.704036494,2019
12th Grade,Once or Twice,Marijuana,1992,Disapproval,69.936287368,2019
12th Grade,Once or Twice,Marijuana,1993,Disapproval,63.258298738,2019
12th Grade,Once or Twice,Marijuana,1994,Disapproval,57.647988082,2019
12th Grade,Once or Twice,Marijuana,1995,Disapproval,56.650497984,2019
12th Grade,Once or Twice,Marijuana,1996,Disapproval,52.54264018,2019
12th Grade,Once or Twice,Marijuana,1997,Disapproval,51.028058304,2019
12th Grade,Once or Twice,Marijuana,1998,Disapproval,51.559923329,2019
12th Grade,Once or Twice,Marijuana,1999,Disapproval,48.757237427,2019
12th Grade,Once or Twice,Marijuana,2000,Disapproval,52.515579428,2019
12th Grade,Once or Twice,Marijuana,2001,Disapproval,49.133841995,2019
12th Grade,Once or Twice,Marijuana,2002,Disapproval,51.600043105,2019
12th Grade,Once or Twice,Marijuana,2003,Disapproval,53.4425605,2019
12th Grade,Once or Twice,Marijuana,2004,Disapproval,52.735933111,2019
12th Grade,Once or Twice,Marijuana,2005,Disapproval,55.001944469,2019
12th Grade,Once or Twice,Marijuana,2006,Disapproval,55.64254579,2019
12th Grade,Once or Twice,Marijuana,2007,Disapproval,58.551750678,2019
12th Grade,Once or Twice,Marijuana,2008,Disapproval,55.528086066,2019
12th Grade,Once or Twice,Marijuana,2009,Disapproval,54.755290074,2019
12th Grade,Once or Twice,Marijuana,2010,Disapproval,51.583935452,2019
12th Grade,Once or Twice,Marijuana,2011,Disapproval,51.312492942,2019
12th Grade,Once or Twice,Marijuana,2012,Disapproval,48.803762251,2019
12th Grade,Once or Twice,Marijuana,2013,Disapproval,49.058195127,2019
12th Grade,Once or Twice,Marijuana,2014,Disapproval,47.950328386,2019
12th Grade,Once or Twice,Marijuana,2015,Disapproval,45.47771476,2019
12th Grade,Once or Twice,Marijuana,2016,Disapproval,43.09248795,2019
12th Grade,Once or Twice,Marijuana,2017,Disapproval,39.019526125,2019
12th Grade,Once or Twice,Marijuana,2018,Disapproval,41.142370196,2019
12th Grade,Once or Twice,Marijuana,2019,Disapproval,34.129445207,2019
12th Grade,Once or Twice,Marijuana,2021,Disapproval,31.225358355,2019
12th Grade,Once or Twice,Marijuana,2022,Disapproval,35.038227099,2019
8th Grade,Occasionally,Marijuana,1991,Disapproval,89.485936053,2019
8th Grade,Occasionally,Marijuana,1992,Disapproval,88.094944529,2019
8th Grade,Occasionally,Marijuana,1993,Disapproval,85.655486529,2019
8th Grade,Occasionally,Marijuana,1994,Disapproval,80.880496242,2019
8th Grade,Occasionally,Marijuana,1995,Disapproval,79.682942393,2019
8th Grade,Occasionally,Marijuana,1996,Disapproval,76.52120939,2019
8th Grade,Occasionally,Marijuana,1997,Disapproval,78.082263774,2019
8th Grade,Occasionally,Marijuana,1998,Disapproval,78.36579772,2019
8th Grade,Occasionally,Marijuana,1999,Disapproval,79.274994647,2019
8th Grade,Occasionally,Marijuana,2000,Disapproval,80.588672112,2019
8th Grade,Occasionally,Marijuana,2001,Disapproval,80.624100519,2019
8th Grade,Occasionally,Marijuana,2002,Disapproval,80.85964343,2019
8th Grade,Occasionally,Marijuana,2003,Disapproval,81.472366961,2019
8th Grade,Occasionally,Marijuana,2004,Disapproval,83.119356495,2019
8th Grade,Occasionally,Marijuana,2005,Disapproval,82.365799156,2019
8th Grade,Occasionally,Marijuana,2006,Disapproval,82.222948501,2019
8th Grade,Occasionally,Marijuana,2007,Disapproval,84.500043177,2019
8th Grade,Occasionally,Marijuana,2008,Disapproval,82.616351327,2019
8th Grade,Occasionally,Marijuana,2009,Disapproval,81.89675987,2019
8th Grade,Occasionally,Marijuana,2010,Disapproval,79.893314211,2019
8th Grade,Occasionally,Marijuana,2011,Disapproval,81.120308791,2019
8th Grade,Occasionally,Marijuana,2012,Disapproval,81.586557275,2019
8th Grade,Occasionally,Marijuana,2013,Disapproval,78.846958028,2019
8th Grade,Occasionally,Marijuana,2014,Disapproval,77.694606578,2019
8th Grade,Occasionally,Marijuana,2015,Disapproval,77.537169258,2019
8th Grade,Occasionally,Marijuana,2016,Disapproval,77.539067032,2019
8th Grade,Occasionally,Marijuana,2017,Disapproval,75.471404596,2019
8th Grade,Occasionally,Marijuana,2018,Disapproval,73.123615474,2019
8th Grade,Occasionally,Marijuana,2019,Disapproval,70.880484643,2019
8th Grade,Occasionally,Marijuana,2020,Disapproval,71.188917206,2019
8th Grade,Occasionally,Marijuana,2021,Disapproval,68.950824169,2019
8th Grade,Occasionally,Marijuana,2022,Disapproval,69.716277512,2019
10th Grade,Occasionally,Marijuana,1991,Disapproval,83.775862659,2019
10th Grade,Occasionally,Marijuana,1992,Disapproval,83.632852556,2019
10th Grade,Occasionally,Marijuana,1993,Disapproval,79.383016911,2019
10th Grade,Occasionally,Marijuana,1994,Disapproval,72.336827905,2019
10th Grade,Occasionally,Marijuana,1995,Disapproval,70.035800155,2019
10th Grade,Occasionally,Marijuana,1996,Disapproval,66.938144763,2019
10th Grade,Occasionally,Marijuana,1997,Disapproval,66.248470687,2019
10th Grade,Occasionally,Marijuana,1998,Disapproval,67.261319415,2019
10th Grade,Occasionally,Marijuana,1999,Disapproval,68.235945487,2019
10th Grade,Occasionally,Marijuana,2000,Disapproval,67.205433475,2019
10th Grade,Occasionally,Marijuana,2001,Disapproval,66.169067776,2019
10th Grade,Occasionally,Marijuana,2002,Disapproval,68.253832922,2019
10th Grade,Occasionally,Marijuana,2003,Disapproval,68.433782625,2019
10th Grade,Occasionally,Marijuana,2004,Disapproval,70.844760403,2019
10th Grade,Occasionally,Marijuana,2005,Disapproval,71.944203299,2019
10th Grade,Occasionally,Marijuana,2006,Disapproval,72.57352345,2019
10th Grade,Occasionally,Marijuana,2007,Disapproval,73.253322534,2019
10th Grade,Occasionally,Marijuana,2008,Disapproval,73.576840081,2019
10th Grade,Occasionally,Marijuana,2009,Disapproval,69.246775245,2019
10th Grade,Occasionally,Marijuana,2010,Disapproval,67.97294718,2019
10th Grade,Occasionally,Marijuana,2011,Disapproval,67.899691387,2019
10th Grade,Occasionally,Marijuana,2012,Disapproval,65.651797871,2019
10th Grade,Occasionally,Marijuana,2013,Disapproval,62.133852935,2019
10th Grade,Occasionally,Marijuana,2014,Disapproval,62.878786222,2019
10th Grade,Occasionally,Marijuana,2015,Disapproval,62.551055,2019
10th Grade,Occasionally,Marijuana,2016,Disapproval,61.871041601,2019
10th Grade,Occasionally,Marijuana,2017,Disapproval,58.069852699,2019
10th Grade,Occasionally,Marijuana,2018,Disapproval,57.402649565,2019
10th Grade,Occasionally,Marijuana,2019,Disapproval,55.01594286,2019
10th Grade,Occasionally,Marijuana,2020,Disapproval,53.443587002,2019
10th Grade,Occasionally,Marijuana,2021,Disapproval,56.615180986,2019
10th Grade,Occasionally,Marijuana,2022,Disapproval,56.869113248,2019
12th Grade,Occasionally,Marijuana,1976,Disapproval,47.777276884,2019
12th Grade,Occasionally,Marijuana,1977,Disapproval,44.312301713,2019
12th Grade,Occasionally,Marijuana,1978,Disapproval,43.538658178,2019
12th Grade,Occasionally,Marijuana,1979,Disapproval,45.309366711,2019
12th Grade,Occasionally,Marijuana,1980,Disapproval,49.748063104,2019
12th Grade,Occasionally,Marijuana,1981,Disapproval,52.608603956,2019
12th Grade,Occasionally,Marijuana,1982,Disapproval,59.129660896,2019
12th Grade,Occasionally,Marijuana,1983,Disapproval,60.712742963,2019
12th Grade,Occasionally,Marijuana,1984,Disapproval,63.460677032,2019
12th Grade,Occasionally,Marijuana,1985,Disapproval,65.798713231,2019
12th Grade,Occasionally,Marijuana,1986,Disapproval,69.028984407,2019
12th Grade,Occasionally,Marijuana,1987,Disapproval,71.625509677,2019
12th Grade,Occasionally,Marijuana,1988,Disapproval,74.031441775,2019
12th Grade,Occasionally,Marijuana,1989,Disapproval,77.213926786,2019
12th Grade,Occasionally,Marijuana,1990,Disapproval,80.505299513,2019
12th Grade,Occasionally,Marijuana,1991,Disapproval,79.425161604,2019
12th Grade,Occasionally,Marijuana,1992,Disapproval,79.700754045,2019
12th Grade,Occasionally,Marijuana,1993,Disapproval,75.49278975,2019
12th Grade,Occasionally,Marijuana,1994,Disapproval,68.916334023,2019
12th Grade,Occasionally,Marijuana,1995,Disapproval,66.699139238,2019
12th Grade,Occasionally,Marijuana,1996,Disapproval,62.857586362,2019
12th Grade,Occasionally,Marijuana,1997,Disapproval,63.16138069,2019
12th Grade,Occasionally,Marijuana,1998,Disapproval,64.431314123,2019
12th Grade,Occasionally,Marijuana,1999,Disapproval,62.479121851,2019
12th Grade,Occasionally,Marijuana,2000,Disapproval,65.827391997,2019
12th Grade,Occasionally,Marijuana,2001,Disapproval,63.169223279,2019
12th Grade,Occasionally,Marijuana,2002,Disapproval,63.361995597,2019
12th Grade,Occasionally,Marijuana,2003,Disapproval,64.195957189,2019
12th Grade,Occasionally,Marijuana,2004,Disapproval,65.374321908,2019
12th Grade,Occasionally,Marijuana,2005,Disapproval,67.766099089,2019
12th Grade,Occasionally,Marijuana,2006,Disapproval,69.32603349,2019
12th Grade,Occasionally,Marijuana,2007,Disapproval,70.156524154,2019
12th Grade,Occasionally,Marijuana,2008,Disapproval,67.296050421,2019
12th Grade,Occasionally,Marijuana,2009,Disapproval,65.572122722,2019
12th Grade,Occasionally,Marijuana,2010,Disapproval,62.013647661,2019
12th Grade,Occasionally,Marijuana,2011,Disapproval,60.944154891,2019
12th Grade,Occasionally,Marijuana,2012,Disapproval,59.052630016,2019
12th Grade,Occasionally,Marijuana,2013,Disapproval,58.873054664,2019
12th Grade,Occasionally,Marijuana,2014,Disapproval,56.67970702,2019
12th Grade,Occasionally,Marijuana,2015,Disapproval,52.910834991,2019
12th Grade,Occasionally,Marijuana,2016,Disapproval,50.493696779,2019
12th Grade,Occasionally,Marijuana,2017,Disapproval,46.661572145,2019
12th Grade,Occasionally,Marijuana,2018,Disapproval,49.213603984,2019
12th Grade,Occasionally,Marijuana,2019,Disapproval,41.411170902,2019
12th Grade,Occasionally,Marijuana,2021,Disapproval,38.612466804,2019
12th Grade,Occasionally,Marijuana,2022,Disapproval,41.569802801,2019
8th Grade,Regularly,Marijuana,1991,Disapproval,92.086361514,2019
8th Grade,Regularly,Marijuana,1992,Disapproval,90.836974476,2019
8th Grade,Regularly,Marijuana,1993,Disapproval,88.890332113,2019
8th Grade,Regularly,Marijuana,1994,Disapproval,85.272617822,2019
8th Grade,Regularly,Marijuana,1995,Disapproval,85.105406924,2019
8th Grade,Regularly,Marijuana,1996,Disapproval,82.770203405,2019
8th Grade,Regularly,Marijuana,1997,Disapproval,84.568228932,2019
8th Grade,Regularly,Marijuana,1998,Disapproval,84.549709383,2019
8th Grade,Regularly,Marijuana,1999,Disapproval,84.459765362,2019
8th Grade,Regularly,Marijuana,2000,Disapproval,85.292683992,2019
8th Grade,Regularly,Marijuana,2001,Disapproval,84.45382726,2019
8th Grade,Regularly,Marijuana,2002,Disapproval,85.331568699,2019
8th Grade,Regularly,Marijuana,2003,Disapproval,85.739538841,2019
8th Grade,Regularly,Marijuana,2004,Disapproval,86.778806512,2019
8th Grade,Regularly,Marijuana,2005,Disapproval,86.253599833,2019
8th Grade,Regularly,Marijuana,2006,Disapproval,86.054758795,2019
8th Grade,Regularly,Marijuana,2007,Disapproval,87.723769079,2019
8th Grade,Regularly,Marijuana,2008,Disapproval,86.785792095,2019
8th Grade,Regularly,Marijuana,2009,Disapproval,85.875992853,2019
8th Grade,Regularly,Marijuana,2010,Disapproval,84.343070633,2019
8th Grade,Regularly,Marijuana,2011,Disapproval,85.684147998,2019
8th Grade,Regularly,Marijuana,2012,Disapproval,85.60776428,2019
8th Grade,Regularly,Marijuana,2013,Disapproval,83.775289024,2019
8th Grade,Regularly,Marijuana,2014,Disapproval,82.216403501,2019
8th Grade,Regularly,Marijuana,2015,Disapproval,82.241425821,2019
8th Grade,Regularly,Marijuana,2016,Disapproval,82.298739159,2019
8th Grade,Regularly,Marijuana,2017,Disapproval,81.180576158,2019
8th Grade,Regularly,Marijuana,2018,Disapproval,79.26988898,2019
8th Grade,Regularly,Marijuana,2019,Disapproval,77.507973771,2019
8th Grade,Regularly,Marijuana,2020,Disapproval,75.87982925,2019
8th Grade,Regularly,Marijuana,2021,Disapproval,75.776094989,2019
8th Grade,Regularly,Marijuana,2022,Disapproval,76.276193416,2019
10th Grade,Regularly,Marijuana,1991,Disapproval,90.431630869,2019
10th Grade,Regularly,Marijuana,1992,Disapproval,90.033767208,2019
10th Grade,Regularly,Marijuana,1993,Disapproval,87.397873909,2019
10th Grade,Regularly,Marijuana,1994,Disapproval,82.185277044,2019
10th Grade,Regularly,Marijuana,1995,Disapproval,81.050750144,2019
10th Grade,Regularly,Marijuana,1996,Disapproval,79.68258192,2019
10th Grade,Regularly,Marijuana,1997,Disapproval,79.717038762,2019
10th Grade,Regularly,Marijuana,1998,Disapproval,80.079298899,2019
10th Grade,Regularly,Marijuana,1999,Disapproval,79.812519683,2019
10th Grade,Regularly,Marijuana,2000,Disapproval,79.064830436,2019
10th Grade,Regularly,Marijuana,2001,Disapproval,77.987718188,2019
10th Grade,Regularly,Marijuana,2002,Disapproval,78.626674959,2019
10th Grade,Regularly,Marijuana,2003,Disapproval,78.825511801,2019
10th Grade,Regularly,Marijuana,2004,Disapproval,81.344465163,2019
10th Grade,Regularly,Marijuana,2005,Disapproval,82.044113917,2019
10th Grade,Regularly,Marijuana,2006,Disapproval,82.463954595,2019
10th Grade,Regularly,Marijuana,2007,Disapproval,82.429921049,2019
10th Grade,Regularly,Marijuana,2008,Disapproval,82.978869457,2019
10th Grade,Regularly,Marijuana,2009,Disapproval,79.908593622,2019
10th Grade,Regularly,Marijuana,2010,Disapproval,78.725511474,2019
10th Grade,Regularly,Marijuana,2011,Disapproval,78.777694501,2019
10th Grade,Regularly,Marijuana,2012,Disapproval,77.262653523,2019
10th Grade,Regularly,Marijuana,2013,Disapproval,73.780465651,2019
10th Grade,Regularly,Marijuana,2014,Disapproval,74.645505665,2019
10th Grade,Regularly,Marijuana,2015,Disapproval,74.255168928,2019
10th Grade,Regularly,Marijuana,2016,Disapproval,73.465362222,2019
10th Grade,Regularly,Marijuana,2017,Disapproval,70.179454374,2019
10th Grade,Regularly,Marijuana,2018,Disapproval,69.691160096,2019
